"Rk","School","G","W","L","W-L%","SRS","SOS","W","L","W","L","W","L","Tm.","Opp.","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","season"
"29","Brigham Young","33","22","11",".667","9.54","3.54","7","7",,,,,"2328","2107","795","1725",".461","192","515",".373","546","784",".696",,"1231","478","236","73",,,"E"
"30","Brown","27","8","19",".296","-15.14","-8.95","4","10",,,,,"1837","2004","629","1537",".409","156","485",".322","423","615",".688",,"1042","383","195","57",,,"E"
"31","Bucknell","28","17","11",".607","-5.50","-6.76","8","4",,,,,"1790","1719","634","1419",".447","111","346",".321","411","580",".709",,"1062","385","190","131",,,"E"
"32","Buffalo","28","5","23",".179","-14.00","1.46","3","15",,,,,"1878","2311","636","1614",".394","170","544",".313","436","661",".660",,"1078","356","197","117",,,"E"
"33","Butler","31","23","8",".742","12.23","0.01","12","2",,,,,"2107","1728","753","1599",".471","153","406",".377","448","680",".659",,"1174","430","237","88",,,"E"
"34","Cal Poly","28","10","18",".357","-5.59","-0.11","5","11",,,,,"2189","2280","739","1655",".447","227","615",".369","484","671",".721",,"1043","383","150","74",,,"E"
"35","Cal State Fullerton","27","8","19",".296","-9.37","-1.21","3","13",,,,,"1940","2104","700","1554",".450","163","472",".345","377","535",".705",,"952","349","165","71",,,"E"
"36","Cal State Northridge","30","20","10",".667","4.07","0.41","10","6",,,,,"2329","2208","858","1812",".474","202","563",".359","411","651",".631",,"1213","550","277","94",,,"E"
"37","California-Irvine","28","14","14",".500","-3.51","-0.77","7","9",,,,,"1877","1893","655","1472",".445","169","483",".350","398","537",".741",,"986","345","176","70",,,"E"
"38","California-Santa Barbara","28","14","14",".500","1.04","0.16","10","6",,,,,"1869","1823","659","1590",".414","171","510",".335","380","551",".690",,"1194","426","211","75",,,"E"
"39","California","33","18","15",".545","9.65","8.62","7","11",,,,,"2375","2341","850","1926",".441","180","528",".341","495","726",".682",,"1299","469","235","89",,,"E"
"40","Campbell","28","12","16",".429","-13.19","-6.08","10","8",,,,,"1760","1959","629","1450",".434","212","590",".359","290","416",".697",,"942","404","168","80",,,"E"
"41","Canisius","30","10","20",".333","-8.87","-3.81","8","10",,,,,"2189","2341","783","1817",".431","173","507",".341","450","648",".694",,"1232","477","211","103",,,"E"
"42","Centenary (LA)","28","10","18",".357","-9.88","-1.61",,,,,,,"1780","1924","618","1511",".409","153","437",".350","391","580",".674",,"1104","280","152","51",,,"E"
"43","Central Connecticut State","31","25","6",".806","0.42","-9.55","15","3",,,,,"2282","1973","832","1845",".451","148","416",".356","470","665",".707",,"1346","451","276","156",,,"E"
"44","Central Florida","32","14","18",".438","-6.47","-4.85","10","8",,,,,"2293","2320","837","1854",".451","233","586",".398","386","608",".635",,"1242","473","233","119",,,"E"
"45","Central Michigan","29","6","23",".207","-4.64","2.79","2","16",,,,,"1985","2175","718","1635",".439","190","526",".361","359","526",".683",,"971","419","178","46",,,"E"
"46","Charleston Southern","29","8","21",".276","-18.68","-7.10","3","11",,,,,"1883","2153","660","1568",".421","79","320",".247","484","768",".630",,"1177","303","260","114",,,"E"
"47","Charlotte","33","17","16",".515","10.99","8.60","7","9",,,,,"2246","2167","797","1986",".401","266","810",".328","386","547",".706",,"1344","430","221","78",,,"E"
"48","Chattanooga","29","10","19",".345","-8.02","-4.64","6","10",,,,,"2018","2102","717","1609",".446","203","540",".376","381","610",".625",,"1121","406","190","89",,,"E"
"49","Chicago State","28","10","18",".357","-10.64","-3.05","7","9",,,,,"1832","2029","678","1633",".415","139","442",".314","337","527",".639",,"1084","392","187","99",,,"E"
"50","Cincinnati","33","29","4",".879","24.62","8.50","16","0",,,,,"2560","2028","898","1871",".480","165","459",".359","599","854",".701",,"1399","513","236","223",,,"E"
"51","Citadel","29","9","20",".310","-15.55","-5.67","5","10",,,,,"1891","2109","631","1565",".403","191","546",".350","438","655",".669",,"1105","316","213","83",,,"E"
"52","Clemson","30","10","20",".333","1.83","7.39","4","12",,,,,"1933","2100","680","1682",".404","189","570",".332","384","572",".671",,"1263","389","146","93",,,"E"
"53","Cleveland State","30","16","14",".533","3.19","-0.16","9","5",,,,,"2265","2164","793","1828",".434","172","495",".347","508","731",".695",,"1212","358","265","83",,,"E"
"54","Coastal Carolina","28","10","18",".357","-11.71","-6.64","7","7",,,,,"1924","2109","648","1528",".424","224","551",".407","404","580",".697",,"960","308","214","45",,,"E"
"55","Colgate","29","13","16",".448","-11.22","-7.85","4","8",,,,,"1848","1900","673","1611",".418","112","378",".296","390","591",".660",,"1062","353","225","85",,,"E"
"56","College of Charleston","30","24","6",".800","1.00","-7.04","13","3",,,,,"2035","1759","746","1588",".470","111","333",".333","432","657",".658",,"1188","428","218","180",,,"E"
"57","Colorado State","30","18","12",".600","8.24","3.48","8","6",,,,,"2105","1924","720","1509",".477","255","579",".440","410","583",".703",,"1004","430","193","133",,,"E"
"58","Colorado","32","18","14",".563","8.58","6.33","7","9",,,,,"2407","2299","844","1979",".426","154","454",".339","565","824",".686",,"1418","476","275","116",,,"E"
"59","Columbia","27","13","14",".481","-11.79","-8.25","7","7",,,,,"1598","1654","542","1254",".432","198","526",".376","316","455",".695",,"873","359","155","90",,,"E"
"60","Connecticut","35","25","10",".714","16.93","7.58","10","6",,,,,"2611","2284","956","2071",".462","184","477",".386","515","707",".728",,"1466","529","230","179",,,"E"
"61","Coppin State","30","15","15",".500","-10.66","-9.36","13","5",,,,,"2017","2056","691","1693",".408","177","514",".344","458","652",".702",,"1127","320","226","122",,,"E"
"62","Cornell","27","10","17",".370","-13.94","-9.13","3","11",,,,,"1763","1852","611","1522",".401","162","476",".340","379","571",".664",,"1106","318","200","55",,,"E"
"63","Creighton","33","23","10",".697","8.28","1.64","11","7",,,,,"2410","2191","819","1717",".477","289","694",".416","483","671",".720",,"1172","510","262","77",,,"E"
"64","Dartmouth","27","9","18",".333","-14.72","-8.49","5","9",,,,,"1792","1939","626","1544",".405","211","656",".322","329","492",".669",,"980","395","186","67",,,"E"
"65","Davidson","28","15","13",".536","-2.73","-2.69","10","6",,,,,"2068","1973","730","1651",".442","193","592",".326","415","584",".711",,"1112","448","223","71",,,"E"
"66","Dayton","31","22","9",".710","9.95","3.46","11","5",,,,,"2214","2013","752","1735",".433","218","590",".369","492","690",".713",,"1250","412","215","70",,,"E"
"67","Delaware State","28","6","22",".214","-17.72","-11.26","5","13",,,,,"1758","1939","646","1498",".431","169","457",".370","297","435",".683",,"1056","359","176","56",,,"E"
"68","Delaware","32","24","8",".750","-0.12","-7.75","14","4",,,,,"2447","2203","841","1823",".461","243","669",".363","522","693",".753",,"1197","474","264","176",,,"E"
"69","Denver","28","6","22",".214","-12.18","-1.14","3","13",,,,,"1850","2159","640","1734",".369","204","650",".314","366","566",".647",,"1094","372","148","78",,,"E"
"70","DePaul","33","21","12",".636","14.67","7.83","9","7",,,,,"2387","2123","877","1935",".453","195","563",".346","438","655",".669",,"1403","494","267","126",,,"E"
"71","Detroit Mercy","32","20","12",".625","3.64","0.14","8","6",,,,,"2229","2064","779","1732",".450","228","594",".384","443","614",".721",,"1167","442","197","94",,,"E"
"72","Drake","29","11","18",".379","-0.81","0.71","4","14",,,,,"1803","1843","621","1529",".406","166","529",".314","395","565",".699",,"1003","396","212","49",,,"E"
"73","Drexel","30","13","17",".433","-10.03","-7.13","9","9",,,,,"1889","1976","670","1643",".408","189","529",".357","360","518",".695",,"1183","336","160","38",,,"E"
"74","Duke","34","29","5",".853","25.55","8.88","15","1",,,,,"2992","2425","1045","2172",".481","284","742",".383","618","833",".742",,"1432","584","333","191",,,"E"
"75","Duquesne","29","9","20",".310","-4.57","2.50","4","12",,,,,"2009","2214","682","1739",".392","178","567",".314","467","687",".680",,"1164","334","177","67",,,"E"
"76","East Carolina","28","10","18",".357","-5.82","-2.60","5","11",,,,,"1798","1851","654","1585",".413","200","586",".341","290","461",".629",,"1178","352","98","89",,,"E"
"77","East Tennessee State","29","14","15",".483","-8.71","-4.97","8","8",,,,,"2003","2057","681","1598",".426","150","415",".361","491","751",".654",,"1196","334","245","47",,,"E"
"78","Eastern Illinois","29","17","12",".586","1.79","-1.99","11","7",,,,,"2336","2157","860","1824",".471","206","512",".402","410","569",".721",,"1180","510","241","92",,,"E"
"79","Eastern Kentucky","27","6","21",".222","-14.42","-1.70","2","16",,,,,"1888","2130","676","1601",".422","152","503",".302","384","547",".702",,"1097","370","179","105",,,"E"
"80","Eastern Michigan","28","15","13",".536","1.45","1.87","9","9",,,,,"2014","1977","758","1739",".436","153","452",".338","345","537",".642",,"1195","380","226","126",,,"E"
"81","Eastern Washington","27","15","12",".556","2.26","1.48","12","4",,,,,"2002","1934","714","1629",".438","216","584",".370","358","526",".681",,"1043","433","156","80",,,"E"
"82","Elon","28","13","15",".464","-11.97","-6.37","7","7",,,,,"2083","2120","767","1648",".465","165","460",".359","384","555",".692",,"1099","382","258","72",,,"E"
"83","Evansville","30","18","12",".600","2.68","0.98","9","9",,,,,"2069","2018","721","1594",".452","155","438",".354","472","634",".744",,"1069","458","202","59",,,"E"
"84","Fairfield","29","14","15",".483","-3.20","-2.44","11","7",,,,,"2222","2244","752","1782",".422","157","497",".316","561","785",".715",,"1292","385","247","70",,,"E"
"85","Fairleigh Dickinson","28","17","11",".607","-7.75","-7.97","13","5",,,,,"1807","1781","619","1439",".430","167","489",".342","402","634",".634",,"1112","322","210","85",,,"E"
"86","Florida A&M","31","9","22",".290","-20.43","-9.43","7","11",,,,,"1999","2340","708","1823",".388","168","526",".319","413","713",".579",,"1275","342","273","67",,,"E"
"87","Florida Atlantic","30","2","28",".067","-23.33","-3.26","0","18",,,,,"1833","2411","625","1636",".382","200","605",".331","383","539",".711",,"991","345","241","65",,,"E"
"88","Florida International","30","16","14",".533","-0.45","-2.07","9","7",,,,,"2167","2079","787","1794",".439","175","522",".335","418","621",".673",,"1188","409","287","138",,,"E"
"89","Florida State","29","12","17",".414","4.42","10.00","6","10",,,,,"1874","2036","656","1591",".412","175","490",".357","387","566",".684",,"1169","352","153","120",,,"E"
"90","Florida","37","29","8",".784","23.48","8.51","12","4",,,,,"3102","2548","1104","2299",".480","266","732",".363","628","885",".710",,"1587","611","365","141",,,"E"
"91","Fordham","29","14","15",".483","1.71","2.82","7","9",,,,,"2189","2221","768","1758",".437","232","638",".364","421","563",".748",,"1149","453","257","93",,,"E"
"92","Fresno State","34","24","10",".706","9.17","3.58","11","3",,,,,"2799","2609","1021","2167",".471","279","794",".351","478","680",".703",,"1388","654","282","161",,,"E"
"93","Furman","32","14","18",".438","-6.39","-5.15","5","10",,,,,"2252","2190","798","1769",".451","157","504",".312","499","735",".679",,"1248","449","242","68",,,"E"
"94","George Mason","30","19","11",".633","1.00","-2.37","12","4",,,,,"2134","2033","764","1683",".454","176","510",".345","430","656",".655",,"1118","435","235","110",,,"E"
"95","George Washington","30","15","15",".500","4.55","5.41","9","7",,,,,"2417","2443","818","1998",".409","179","635",".282","602","881",".683",,"1263","388","262","87",,,"E"
"96","Georgetown","34","19","15",".559","6.63","5.78","6","10",,,,,"2369","2318","839","2132",".394","153","521",".294","538","822",".655",,"1627","448","318","226",,,"E"
"97","Georgia Southern","28","16","12",".571","-7.93","-5.45","10","6",,,,,"2158","2209","795","1763",".451","186","530",".351","382","556",".687",,"1058","451","247","73",,,"E"
"98","Georgia State","29","17","12",".586","-2.76","-6.10","13","5",,,,,"2082","1985","755","1656",".456","188","506",".372","384","579",".663",,"988","352","254","125",,,"E"
"99","Georgia Tech","30","13","17",".433","6.23","7.00","5","11",,,,,"2119","2142","725","1778",".408","242","705",".343","427","625",".683",,"1289","456","196","147",,,"E"
"100","Georgia","30","10","20",".333","5.21","8.71","3","13",,,,,"2147","2252","792","1716",".462","145","423",".343","418","641",".652",,"1277","453","164","98",,,"E"
"101","Gonzaga","35","26","9",".743","16.38","4.64","11","3",,,,,"2719","2308","965","2014",".479","260","715",".364","529","795",".665",,"1432","587","202","150",,,"E"
"102","Grambling","31","1","30",".032","-27.91","-9.16","0","18",,,,,"2251","2820","817","2006",".407","180","604",".298","437","671",".651",,"1251","405","268","62",,,"E"
"103","Green Bay","30","14","16",".467","0.64","1.84","6","8",,,,,"1699","1735","610","1438",".424","146","428",".341","333","477",".698",,"962","357","165","60",,,"E"
"104","Hampton","29","17","12",".586","-8.54","-11.61","13","5",,,,,"2165","2075","765","1708",".448","201","563",".357","434","671",".647",,"1223","412","231","149",,,"E"
"105","Hartford","29","10","19",".345","-14.53","-7.42","6","12",,,,,"2073","2279","723","1768",".409","146","461",".317","481","722",".666",,"1228","362","265","106",,,"E"
"106","Harvard","27","12","15",".444","-12.75","-9.75","7","7",,,,,"1780","1829","660","1582",".417","178","486",".366","282","438",".644",,"1003","429","233","43",,,"E"
"107","Hawaii","29","17","12",".586","5.09","2.23","5","9",,,,,"2210","2127","818","1696",".482","131","364",".360","443","627",".707",,"1177","516","201","107",,,"E"
"108","High Point","28","11","17",".393","-15.35","-6.07","5","9",,,,,"1900","2049","671","1489",".451","125","388",".322","433","651",".665",,"1049","361","271","60",,,"E"
"109","Hofstra","31","24","7",".774","5.23","-6.03","16","2",,,,,"2307","1958","827","1813",".456","225","627",".359","428","623",".687",,"1220","435","270","121",,,"E"
"110","Holy Cross","28","10","18",".357","-11.35","-7.96","3","9",,,,,"1677","1772","539","1330",".405","140","407",".344","459","756",".607",,"1191","317","183","105",,,"E"
"111","Houston","31","9","22",".290","1.94","6.44","2",,,,,"2363","2476",,"1910",".437","157","471",".333","538","775",".694",,"1250","407","254","80",,,,"E"
"112","Howard","28","1","27",".036","-26.15","-6.65","1","17",,,,,"1825","2372","681","1744",".390","181","532",".340","282","442",".638",,"1013","325","207","49",,,"E"
"113","Idaho State","27","8","19",".296","-5.42","1.18","3","13",,,,,"1893","2026","661","1568",".422","171","467",".366","400","587",".681",,"1104","339","141","86",,,"E"
"114","Idaho","29","12","17",".414","-2.92","1.53","6","10",,,,,"1999","2065","707","1585",".446","184","507",".363","401","594",".675",,"1010","416","172","88",,,"E"
"115","Illinois-Chicago","31","11","20",".355","-3.84","0.52","5","9",,,,,"2048","2153","743","1782",".417","132","410",".322","430","621",".692",,"1230","398","217","73",,,"E"
"116","Illinois State","30","10","20",".333","-2.32","2.72","5","13",,,,,"2031","2150","710","1585",".448","167","438",".381","444","600",".740",,"1011","343","175","90",,,"E"
"117","Illinois","32","22","10",".688","19.73","9.60","11","5",,,,,"2424","2100","834","1925",".433","231","652",".354","525","763",".688",,"1307","499","297","119",,,"E"
"118","Indiana State","32","22","10",".688","6.54","3.22","14","4",,,,,"2136","2030","756","1739",".435","161","453",".355","463","657",".705",,"1143","406","292","104",,,"E"
"119","Indiana","29","20","9",".690","19.43","10.22","10","6",,,,,"2253","1985","811","1697",".478","127","336",".378","504","711",".709",,"1220","466","217","141",,,"E"
"120","Iona","31","20","11",".645","-1.22","-4.13","13","5",,,,,"2443","2353","846","1877",".451","147","427",".344","604","833",".725",,"1376","529","233","216",,,"E"
"121","Iowa State","37","32","5",".865","19.08","7.14","14","2",,,,,"2898","2409","1038","2140",".485","190","518",".367","632","899",".703",,"1539","565","277","119",,,"E"
"122","Iowa","30","14","16",".467","8.99","11.83","6","10",,,,,"2064","2149","700","1711",".409","187","540",".346","477","706",".676",,"1146","388","206","55",,,"E"
"123","IUPUI","28","7","21",".250","-9.99","-3.13","4","12",,,,,"1719","1905","594","1503",".395","118","368",".321","407","615",".662",,"1015","294","239","81",,,"E"
"124","Jackson State","33","17","16",".515","-12.19","-10.38","10","8",,,,,"2205","2251","766","1875",".409","91","362",".251","582","911",".639",,"1480","414","252","172",,,"E"
"125","Jacksonville State","28","17","11",".607","-7.01","-8.45","12","6",,,,,"1949","1901","683","1583",".431","182","534",".341","401","604",".664",,"1198","440","170","82",,,"E"
"126","Jacksonville","27","8","19",".296","-10.95","-7.95","5","13",,,,,"1914","1965","716","1549",".462","174","492",".354","308","487",".632",,"879","424","197","77",,,"E"
"127","James Madison","29","20","9",".690","-2.55","-4.55","12","4",,,,,"2009","1951","695","1676",".415","180","568",".317","439","632",".695",,"1184","363","191","112",,,"E"
"128","Kansas State","28","9","19",".321","1.00","8.32","2","14",,,,,"1907","2112","694","1628",".426","187","508",".368","332","498",".667",,"1121","377","193","118",,,"E"
"129","Kansas","34","24","10",".706","17.94","9.79","11","5",,,,,"2676","2382","1044","2269",".460","159","463",".343","429","660",".650",,"1633","630","312","187",,,"E"
"130","Kent State","31","23","8",".742","10.87","2.21","13","5",,,,,"2346","2044","853","1834",".465","155","420",".369","485","654",".742",,"1165","496","266","103",,,"E"
"131","Kentucky","33","23","10",".697","18.52","12.71","12","4",,,,,"2280","2074","793","1873",".423","188","643",".292","506","735",".688",,"1432","427","201","185",,,"E"
"132","La Salle","28","11","17",".393","0.28","3.10","5","11",,,,,"1845","1924","645","1629",".396","223","653",".342","332","487",".682",,"1073","344","141","113",,,"E"
"133","Lafayette","31","24","7",".774","0.42","-8.07","11","1",,,,,"2280","1986","774","1704",".454","249","639",".390","483","672",".719",,"1201","473","313","104",,,"E"
"134","Lamar","31","15","16",".484","-6.16","-3.84","8","10",,,,,"1949","2021","672","1725",".390","216","643",".336","389","567",".686",,"1206","408","225","86",,,"E"
"135","Lehigh","29","8","21",".276","-15.40","-6.25","3","9",,,,,"1885","2046","654","1610",".406","174","461",".377","403","598",".674",,"1103","373","219","117",,,"E"
"136","Liberty","28","14","14",".500","-12.24","-8.41","4","10",,,,,"1916","1912","724","1745",".415","87","274",".318","381","579",".658",,"1151","366","376","65",,,"E"
"137","Long Beach State","30","24","6",".800","8.81","-0.87","15","1",,,,,"2435","2060","884","1784",".496","187","515",".363","480","698",".688",,"1146","472","280","128",,,"E"
"138","Long Island University","27","8","19",".296","-16.40","-7.94","5","13",,,,,"1719","1920","669","1620",".413","111","395",".281","270","439",".615",,"946","333","241","98",,,"E"
"139","Louisiana-Lafayette","34","25","9",".735","2.37","-1.58","13","3",,,,,"2441","2301","880","2047",".430","200","601",".333","479","778",".616",,"1489","496","271","115",,,"E"
"140","Louisiana-Monroe","28","19","9",".679","-1.93","-5.85","13","5",,,,,"2195","2064","779","1791",".435","171","519",".329","464","645",".719",,"1265","443","225","207",,,"E"
"141","Louisiana State","34","28","6",".824","18.90","5.78","12","4",,,,,"2578","2132","915","1880",".487","196","558",".351","552","858",".643",,"1524","503","313","180",,,"E"
"142","Louisiana Tech","29","21","8",".724","1.81","-4.09","12","4",,,,,"2111","1940","746","1677",".445","172","475",".362","447","671",".666",,"1086","312","199","95",,,"E"
"143","Louisville","31","19","12",".613","14.93","8.76","10","6",,,,,"2269","2052","849","1823",".466","165","503",".328","406","577",".704",,"1141","518","286","136",,,"E"
"144","Loyola (IL)","28","14","14",".500","-4.34","-0.73","4","10",,,,,"1853","1954","666","1548",".430","149","470",".317","372","522",".713",,"1038","407","176","84",,,"E"
"145","Loyola Marymount","28","2","26",".071","-16.42","3.24","0","14",,,,,"1744","2232","571","1584",".360","150","494",".304","452","675",".670",,"1080","317","140","79",,,"E"
"146","Loyola (MD)","28","7","21",".250","-15.44","-5.94","4","14",,,,,"1833","2099","672","1561",".430","131","447",".293","358","599",".598",,"982","373","205","140",,,"E"
"147","Maine","31","24","7",".774","-3.06","-10.06","15","3",,,,,"2362","2141","851","1744",".488","247","660",".374","413","549",".752",,"1109","478","260","79",,,"E"
"148","Manhattan","27","12","15",".444","-3.91","-6.94","9","9",,,,,"2080","1998","765","1701",".450","193","567",".340","357","537",".665",,"1078","429","254","82",,,"E"
"149","Marist","28","14","14",".500","-6.22","-6.54","10","8",,,,,"1963","1954","704","1671",".421","141","439",".321","414","619",".669",,"1139","375","237","131",,,"E"
"150","Marquette","29","15","14",".517","7.21","6.83","8","8",,,,,"1820","1809","668","1590",".420","179","512",".350","305","472",".646",,"1160","360","166","44",,,"E"
"151","Marshall","30","21","9",".700","5.05","-0.16","11","7",,,,,"2442","2216","885","1858",".476","246","631",".390","426","602",".708",,"1199","489","239","114",,,"E"
"152","Maryland-Baltimore County","29","11","18",".379","-8.43","-7.36","7","11",,,,,"1879","1864","679","1557",".436","120","373",".322","401","609",".658",,"1177","392","204","145",,,"E"
"153","Maryland-Eastern Shore","29","12","17",".414","-17.65","-10.90","8","10",,,,,"1919","2115","647","1578",".410","152","391",".389","473","718",".659",,"1115","264","212","79",,,"E"
"154","Maryland","35","25","10",".714","17.93","9.44","11","5",,,,,"2683","2386","1001","2151",".465","195","553",".353","486","710",".685",,"1454","667","355","235",,,"E"
"155","Massachusetts","33","17","16",".515","7.83","5.05","9","7",,,,,"2264","2138","824","1919",".429","160","472",".339","456","701",".650",,"1099","416","296","133",,,"E"
"156","McNeese State","27","6","21",".222","-15.14","-4.43","5","13",,,,,"1771","2060","660","1527",".432","169","473",".357","282","451",".625",,"985","351","228","71",,,"E"
"157","Memphis","31","15","16",".484","6.37","5.64","7","9",,,,,"2270","2230","811","1931",".420","168","492",".341","480","729",".658",,"1345","449","238","137",,,"E"
"158","Mercer","33","12","21",".364","-10.84","-5.77","7","11",,,,,"2259","2371","832","2007",".415","205","637",".322","390","565",".690",,"1357","422","254","81",,,"E"
"159","Miami (FL)","34","23","11",".676","11.83","5.39","13","3",,,,,"2346","2127","849","1971",".431","132","440",".300","516","690",".748",,"1357","498","286","126",,,"E"
"160","Miami (OH)","30","15","15",".500","4.73","3.60","8","10",,,,,"1920","1886","673","1612",".417","222","598",".371","352","480",".733",,"1020","362","150","56",,,"E"
"161","Michigan State","39","32","7",".821","25.04","9.91","13","3
   ",,,,,"2889","2299","1018","2148",".474","253","669",".378","600","816",".735",,"1625","602","256","105",,,"E"
"162","Michigan","29","15","14",".517","5.27","9.27","6","10",,,,,"2190","2306","780","1708",".457","174","507",".343","456","668",".683",,"1183","414","156","123",,,"E"
"163","Middle Tennessee","28","15","13",".536","-2.40","-2.40","10","8",,,,,"2143","2121","746","1613",".462","193","533",".362","458","625",".733",,"1005","484","278","101",,,"E"
"164","Milwaukee","29","15","14",".517","2.17","1.67","6","8",,,,,"2050","2002","656","1578",".416","256","701",".365","482","658",".733",,"1008","389","182","27",,,"E"
"165","Minnesota","28","12","16",".429","6.77","9.62","4","12",,,,,"1965","2045","738","1624",".454","118","380",".311","371","585",".634",,"1165","449","186","151",,,"E"
"166","Mississippi State","30","14","16",".467","7.12","5.29","5","11",,,,,"2168","2113","803","1772",".453","200","593",".337","362","541",".669",,"1209","385","184","105",,,"E"
"167","Mississippi Valley State","27","6","21",".222","-16.61","-8.51","7","11",,,,,"1973","2200","727","1966",".370","213","700",".304","306","497",".616",,"1250","296","230","151",,,"E"
"168","Mississippi","33","19","14",".576","7.86","6.52","5","11",,,,,"2355","2271","827","1873",".442","196","588",".333","505","778",".649",,"1356","454","244","122",,,"E"
"169","Missouri-Kansas City","29","16","13",".552","-4.23","-5.08","10","6",,,,,"2126","2005","765","1566",".489","126","357",".353","470","642",".732",,"1086","461","223","96",,,"E"
