"Rk","School","G","W","L","W-L%","SRS","SOS","W","L","W","L","W","L","Tm.","Opp.","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","season"
"170","Missouri State","34","23","11",".676","7.52","4.07","13","5",,,,,"2257","2140","800","1788",".447","220","585",".376","437","650",".672",,"1272","462","261","136",,,"E"
"171","Missouri","31","18","13",".581","12.55","8.22","10","6",,,,,"2302","2168","771","1822",".423","291","804",".362","469","661",".710",,"1121","426","275","61",,,"E"
"172","Monmouth","28","12","16",".429","-10.29","-7.51","9","9",,,,,"1624","1702","564","1368",".412","173","535",".323","323","484",".667",,"854","344","216","70",,,"E"
"173","Montana State","29","12","17",".414","-3.92","0.73","4","12",,,,,"2223","2242","763","1685",".453","216","573",".377","481","609",".790",,"1007","527","169","58",,,"E"
"174","Montana","28","17","11",".607","2.40","0.47","12","4",,,,,"2026","1942","678","1475",".460","197","493",".400","473","659",".718",,"1013","428","173","70",,,"E"
"175","Morehead State","27","9","18",".333","-7.74","-3.15","4","14",,,,,"2042","2095","714","1514",".472","224","560",".400","390","515",".757",,"882","459","208","36",,,"E"
"176","Morgan State","29","5","24",".172","-21.59","-8.97","5","13",,,,,"1884","2250","680","1659",".410","141","451",".313","383","599",".639",,"1138","328","212","87",,,"E"
"177","Mount St. Mary's","29","9","20",".310","-15.01","-6.18","7","11",,,,,"1883","2139","690","1727",".400","181","615",".294","322","464",".694",,"1112","337","189","82",,,"E"
"178","Murray State","32","23","9",".719","3.42","-2.39","14","4",,,,,"2542","2335","905","1957",".462","200","623",".321","532","722",".737",,"1301","455","224","87",,,"E"
"179","Navy","29","23","6",".793","2.31","-8.17","11","1",,,,,"2203","1848","771","1695",".455","104","303",".343","557","862",".646",,"1365","429","352","198",,,"E"
"180","Nebraska","30","11","19",".367","1.17","6.83","4","12",,,,,"2050","2220","737","1729",".426","144","434",".332","432","700",".617",,"1344","406","222","145",,,"E"
"181","Nevada-Las Vegas","31","23","8",".742","9.74","2.52","10","4",,,,,"2548","2324","929","2043",".455","167","528",".316","523","768",".681",,"1359","623","263","139",,,"E"
"182","Nevada","29","9","20",".310","-4.29","1.50","6","10",,,,,"1873","2023","624","1660",".376","163","514",".317","462","634",".729",,"1128","321","160","51",,,"E"
"183","New Hampshire","28","3","25",".107","-25.48","-6.09","2","16",,,,,"1811","2354","630","1758",".358","198","639",".310","353","522",".676",,"1084","333","222","101",,,"E"
"184","New Mexico State","32","22","10",".688","6.25","2.00","11","5",,,,,"2265","2096","820","1853",".443","204","541",".377","421","660",".638",,"1298","404","223","71",,,"E"
"185","New Mexico","32","18","14",".563","7.96","4.18","9","5",,,,,"2323","2185","811","1782",".455","155","459",".338","546","769",".710",,"1245","362","232","145",,,"E"
"186","New Orleans","29","11","18",".379","-4.82","-3.06","6","10",,,,,"1738","1789","610","1407",".434","155","407",".381","363","507",".716",,"976","364","194","82",,,"E"
"187","Niagara","29","17","12",".586","-6.55","-5.38","10","8",,,,,"2241","2275","753","1796",".419","229","685",".334","506","703",".720",,"1164","406","233","117",,,"E"
"188","Nicholls State","28","11","17",".393","-10.04","-4.50","8","10",,,,,"1769","1846","658","1652",".398","123","368",".334","330","556",".594",,"1098","341","273","71",,,"E"
"189","Norfolk State","28","12","16",".429","-16.20","-11.37","11","7",,,,,"2128","2263","777","1860",".418","144","480",".300","430","698",".616",,"1068","319","243","91",,,"E"
"190","North Carolina-Asheville","30","11","19",".367","-11.53","-3.66","7","7",,,,,"2074","2281","686","1578",".435","174","439",".396","528","701",".753",,"1162","419","223","114",,,"E"
"191","North Carolina A&T","29","14","15",".483","-11.83","-12.15","11","8",,,,,"2187","2187","786","1802",".436","129","395",".327","486","725",".670",,"1108","381","264","75",,,"E"
"192","North Carolina-Greensboro","28","15","13",".536","-7.71","-6.15","9","7",,,,,"2007","2024","706","1549",".456","139","380",".366","456","618",".738",,"1102","379","176","87",,,"E"
"193","North Carolina State","34","20","14",".588","12.96","7.49","6","10",,,,,"2347","2161","821","1920",".428","187","560",".334","518","789",".657",,"1234","431","311","156",,,"E"
"194","North Carolina-Wilmington","31","18","13",".581","2.41","-0.24","8","8",,,,,"1863","1781","667","1609",".415","176","473",".372","353","561",".629",,"1159","375","221","67",,,"E"
"195","North Carolina","36","22","14",".611","17.00","11.80","9","7",,,,,"2715","2528","1014","2066",".491","169","492",".343","518","740",".700",,"1494","609","210","178",,,"E"
"196","North Texas","27","7","20",".259","-10.85","2.07","5","11",,,,,"2040","2389","754","1810",".417","176","568",".310","356","535",".665",,"1111","394","212","93",,,"E"
"197","Northeastern","28","7","21",".250","-14.45","-8.41","5","13",,,,,"1855","2024","714","1599",".447","117","348",".336","310","448",".692",,"966","344","237","114",,,"E"
"198","Northern Arizona","31","20","11",".645","4.34","1.37","11","5",,,,,"2280","2134","775","1626",".477","263","673",".391","467","622",".751",,"1177","493","120","96",,,"E"
"199","Northern Illinois","28","13","15",".464","1.00","1.56","7","11",,,,,"1943","1919","707","1699",".416","153","451",".339","376","546",".689",,"1163","368","220","78",,,"E"
"200","Northern Iowa","29","14","15",".483","0.93","2.51","7","11",,,,,"1798","1844","624","1425",".438","123","362",".340","427","598",".714",,"985","326","174","89",,,"E"
"201","Northwestern State","30","17","13",".567","-7.88","-6.06","11","7",,,,,"1990","2003","719","1775",".405","147","487",".302","405","624",".649",,"1205","422","315","111",,,"E"
"202","Northwestern","30","5","25",".167","-4.86","8.14","0","16",,,,,"1545","1935","525","1426",".368","161","504",".319","334","483",".692",,"960","367","146","83",,,"E"
"203","Notre Dame","37","22","15",".595","9.57","6.38","8","8",,,,,"2636","2518","896","1921",".466","287","752",".382","557","751",".742",,"1399","643","287","110",,,"E"
"204","Oakland","30","13","17",".433","-4.74","-1.32","11","5",,,,,"2163","2254","703","1719",".409","271","805",".337","486","654",".743",,"1007","442","224","52",,,"E"
"205","Ohio State","30","23","7",".767","17.55","6.55","13","3",,,,,"2182","1852","797","1748",".456","145","456",".318","443","629",".704",,"1229","387","194","200",,,"E"
"206","Ohio","33","20","13",".606","7.50","3.53","11","7",,,,,"2386","2255","782","1804",".433","221","647",".342","601","895",".672",,"1415","517","243","103",,,"E"
"207","Oklahoma State","34","27","7",".794","20.01","6.59","12","4",,,,,"2620","2117","933","1946",".479","216","559",".386","538","768",".701",,"1413","642","260","122",,,"E"
"208","Oklahoma","34","27","7",".794","19.25","6.63","12","4",,,,,"2546","2117","917","2004",".458","263","687",".383","449","632",".710",,"1328","525","241","89",,,"E"
"209","Old Dominion","30","11","19",".367","-3.63","-1.90","6","10",,,,,"1942","1994","681","1572",".433","120","390",".308","460","689",".668",,"1157","383","214","100",,,"E"
"210","Oral Roberts","30","13","17",".433","-6.09","-4.23","8","8",,,,,"2169","2193","758","1728",".439","239","651",".367","414","621",".667",,"1117","467","199","54",,,"E"
"211","Oregon State","29","13","16",".448","6.71","8.74","5","13",,,,,"2005","2016","708","1597",".443","206","571",".361","383","583",".657",,"1102","447","221","84",,,"E"
"212","Oregon","30","22","8",".733","14.74","8.53","13","5",,,,,"2269","2047","808","1722",".469","172","552",".312","481","646",".745",,"1156","491","206","88",,,"E"
"213","Pacific","29","11","18",".379","-3.35","-0.60","6","10",,,,,"1809","1882","622","1503",".414","173","567",".305","392","573",".684",,"1097","361","120","38",,,"E"
"214","Penn State","35","19","16",".543","10.08","8.82","5","11",,,,,"2572","2528","879","1994",".441","235","676",".348","579","811",".714",,"1316","526","279","105",,,"E"
"215","Pennsylvania","29","21","8",".724","4.00","-2.89","14","0",,,,,"1942","1742","707","1565",".452","189","538",".351","339","526",".644",,"1134","436","158","119",,,"E"
"216","Pepperdine","34","25","9",".735","13.11","3.35","12","2",,,,,"2481","2149","929","2094",".444","237","688",".344","386","577",".669",,"1379","494","319","99",,,"E"
"217","Pittsburgh","28","13","15",".464","3.98","4.41","5","11",,,,,"1864","1876","688","1604",".429","174","543",".320","314","504",".623",,"1133","459","215","60",,,"E"
"218","Portland State","29","15","14",".517","-0.39","-0.09","7","9",,,,,"2158","2099","737","1613",".457","184","550",".335","500","745",".671",,"1120","457","222","67",,,"E"
"219","Portland","28","10","18",".357","-3.84","1.92","4","10",,,,,"1789","1851","641","1544",".415","137","452",".303","370","566",".654",,"1048","389","186","104",,,"E"
"220","Prairie View","27","7","20",".259","-22.06","-11.14","5","13",,,,,"2121","2303","773","1878",".412","174","596",".292","401","639",".628",,"1283","315","253","134",,,"E"
"221","Princeton","30","19","11",".633","3.00","-2.93","11","3",,,,,"1850","1637","652","1417",".460","245","667",".367","301","446",".675",,"950","505","238","146",,,"E"
"222","Providence","30","11","19",".367","1.04","5.29","4","12",,,,,"1925","1988","728","1822",".400","136","448",".304","333","532",".626",,"1255","383","245","141",,,"E"
"223","Purdue","34","24","10",".706","16.87","9.56","12","4",,,,,"2505","2246","849","1914",".444","206","589",".350","601","879",".684",,"1364","482","261","104",,,"E"
"224","Quinnipiac","28","18","10",".643","-10.09","-9.20","12","6",,,,,"2059","2068","739","1598",".462","132","372",".355","449","654",".687",,"1112","466","220","105",,,"E"
"225","Radford","28","18","10",".643","-5.99","-7.92","12","2",,,,,"2057","1975","709","1640",".432","211","594",".355","428","628",".682",,"1073","372","257","117",,,"E"
"226","Rhode Island","30","5","25",".167","-8.54","5.73","2","14",,,,,"1869","2297","673","1662",".405","128","390",".328","395","632",".625",,"1181","331","209","111",,,"E"
"227","Rice","27","5","22",".185","-9.42","3.26","1","13",,,,,"1554","1836","536","1430",".375","123","419",".294","359","518",".693",,"1092","310","152","70",,,"E"
"228","Richmond","30","18","12",".600","2.42","-1.55","11","5",,,,,"2011","1892","729","1615",".451","220","600",".367","333","478",".697",,"1062","448","199","155",,,"E"
"229","Rider","30","16","14",".533","-6.60","-6.70","8","10",,,,,"2116","2113","724","1614",".449","190","531",".358","478","699",".684",,"1095","432","256","105",,,"E"
"230","Robert Morris","30","18","12",".600","-5.80","-7.80","13","5",,,,,"2123","2010","766","1714",".447","143","437",".327","448","641",".699",,"1147","470","241","56",,,"E"
"231","Rutgers","31","15","16",".484","6.62","4.40","6","10",,,,,"2175","2106","743","1679",".443","182","488",".373","507","777",".653",,"1226","455","224","107",,,"E"
"232","Sacramento State","27","9","18",".333","-7.38","0.55","3","13",,,,,"1676","1854","616","1548",".398","147","467",".315","297","442",".672",,"943","320","240","95",,,"E"
"233","Sacred Heart","28","3","25",".107","-23.24","-6.77","2","16",,,,,"1853","2315","683","1610",".424","145","444",".327","342","544",".629",,"1087","393","200","86",,,"E"
"234","Saint Francis (PA)","28","10","18",".357","-11.68","-8.14","7","11",,,,,"1805","1904","648","1541",".421","187","518",".361","322","456",".706",,"972","403","171","60",,,"E"
"235","Saint Joseph's","29","13","16",".448","5.45","5.72","7","9",,,,,"2043","2051","699","1671",".418","216","612",".353","429","602",".713",,"1166","443","154","77",,,"E"
"236","Saint Louis","33","19","14",".576","9.00","8.39","7","9",,,,,"2124","2104","729","1696",".430","146","432",".338","520","758",".686",,"1275","401","254","126",,,"E"
"237","Saint Mary's (CA)","28","8","20",".286","-7.40","2.19","3","11",,,,,"1701","1942","597","1594",".375","191","563",".339","316","475",".665",,"1119","352","163","98",,,"E"
"238","Saint Peter's","28","5","23",".179","-14.31","-5.31","2","16",,,,,"1958","2210","739","1675",".441","70","274",".255","410","552",".743",,"1049","420","200","87",,,"E"
"239","Sam Houston State","29","22","7",".759","-0.74","-5.44","15","3",,,,,"2130","1968","750","1612",".465","175","499",".351","455","690",".659",,"1212","495","293","73",,,"E"
"240","Samford","32","21","11",".656","3.20","-5.80","12","6",,,,,"2323","1998","825","1649",".500","313","804",".389","360","515",".699",,"1066","543","230","102",,,"E"
"241","San Diego State","28","5","23",".179","-9.09","4.54","0","14",,,,,"1745","2097","619","1513",".409","120","401",".299","387","569",".680",,"977","376","202","64",,,"E"
"242","San Diego","29","20","9",".690","7.30","0.45","10","4",,,,,"2049","1815","673","1538",".438","181","502",".361","522","767",".681",,"1246","380","181","69",,,"E"
"243","San Francisco","28","19","9",".679","6.22","0.67","7","7",,,,,"2004","1811","682","1521",".448","156","431",".362","484","703",".688",,"1180","417","216","109",,,"E"
"244","San Jose State","30","15","15",".500","0.98","3.79","6","8",,,,,"1797","1792","666","1595",".418","131","406",".323","334","572",".584",,"1212","318","138","87",,,"E"
"245","Santa Clara","31","19","12",".613","3.72","3.52","9","5",,,,,"2049","2026","703","1765",".398","181","560",".323","462","663",".697",,"1247","417","217","70",,,"E"
"246","Seton Hall","32","22","10",".688","10.64","5.11","10","6",,,,,"2295","2118","807","1865",".433","250","685",".365","431","636",".678",,"1297","458","225","198",,,"E"
"247","Siena","33","24","9",".727","1.23","-4.62","15","3",,,,,"2862","2669","961","2166",".444","283","721",".393","657","876",".750",,"441","585","297","117",,,"E"
"248","South Alabama","30","20","10",".667","0.41","-3.15","13","3",,,,,"2083","1976","731","1561",".468","166","442",".376","455","688",".661",,"1068","443","247","52",,,"E"
"249","South Carolina State","34","20","14",".588","-10.41","-9.38","14","5",,,,,"2386","2421","829","2117",".392","213","638",".334","515","765",".673",,"1537","370","237","138",,,"E"
"250","South Carolina","32","15","17",".469","9.97","8.78","5","11",,,,,"2190","2152","796","1821",".437","238","668",".356","358","584",".613",,"1225","446","269","109",,,"E"
"251","South Florida","31","17","14",".548","8.70","3.92","8","8",,,,,"2393","2245","860","1878",".458","208","572",".364","465","726",".640",,"1294","529","321","122",,,"E"
"252","Southeast Missouri State","31","24","7",".774","4.42","-2.48","14","4",,,,,"2154","1911","748","1680",".445","193","558",".346","465","662",".702",,"1227","383","188","164",,,"E"
"253","Southeastern Louisiana","27","10","17",".370","-13.00","-5.16","5","13",,,,,"1606","1769","556","1362",".408","171","505",".339","323","478",".676",,"901","314","212","56",,,"E"
"254","Southern California","30","16","14",".533","14.17","8.77","9","9",,,,,"2342","2180","842","1840",".458","190","521",".365","468","672",".696",,"1202","518","275","120",,,"E"
"255","Southern Illinois","33","20","13",".606","7.64","4.28","12","6",,,,,"2346","2239","806","1915",".421","215","623",".345","519","784",".662",,"1369","512","234","66",,,"E"
"256","Southern Methodist","30","21","9",".700","7.70","1.39","9","5",,,,,"2318","2094","807","1978",".408","192","637",".301","512","790",".648",,"1424","418","278","107",,,"E"
"257","Southern Mississippi","29","17","12",".586","5.51","4.20","7","9",,,,,"1921","1883","654","1550",".422","141","417",".338","472","673",".701",,"1151","323","197","149",,,"E"
"258","Southern Utah","29","16","13",".552","-3.14","-3.99","10","6",,,,,"2112","2067","733","1647",".445","219","598",".366","427","604",".707",,"989","436","354","83",,,"E"
"259","Southern","29","18","11",".621","-14.26","-14.41","14","4",,,,,"2163","2117","749","1727",".434","146","414",".353","519","817",".635",,"1064","297","294","80",,,"E"
"260","St. Bonaventure","31","21","10",".677","9.45","5.29","11","5",,,,,"2136","2007","767","1716",".447","177","512",".346","425","643",".661",,"1224","386","257","87",,,"E"
"261","St. Francis (NY)","30","18","12",".600","-6.12","-7.98","12","6",,,,,"2325","2249","822","1879",".437","255","733",".348","426","610",".698",,"1169","470","252","94",,,"E"
"262","St. John's (NY)","33","25","8",".758","14.26","6.96","12","4",,,,,"2433","2192","929","2002",".464","149","474",".314","426","629",".677",,"1133","541","352","89",,,"E"
"263","Stanford","31","27","4",".871","25.65","7.12","15","3",,,,,"2447","1850","819","1750",".468","245","613",".400","564","794",".710",,"1432","539","141","167",,,"E"
"264","Stephen F. Austin","27","6","21",".222","-12.81","-4.97","3","15",,,,,"1834","1982","653","1488",".439","172","519",".331","356","536",".664",,"944","379","239","94",,,"E"
"265","Stetson","28","13","15",".464","-11.94","-8.23","8","10",,,,,"1912","1985","695","1664",".418","112","342",".327","410","634",".647",,"1232","351","175","77",,,"E"
"266","Stony Brook","29","6","23",".207","-17.20","-2.39",,,,,,,"1648","2069","568","1480",".384","182","544",".335","331","515",".643",,"994","320","212","62",,,"E"
"267","Syracuse","32","26","6",".813","17.67","6.20","13","3",,,,,"2400","2033","876","1869",".469","171","483",".354","477","677",".705",,"1294","564","286","167",,,"E"
"268","Temple","33","27","6",".818","20.64","6.94","14","2",,,,,"2260","1808","790","1913",".413","274","787",".348","406","619",".656",,"1378","471","312","140",,,"E"
"269","Tennessee-Martin","29","10","19",".345","-8.09","-0.02","7","11",,,,,"1979","2169","704","1697",".415","123","406",".303","448","629",".712",,"1108","376","271","45",,,"E"
"270","Tennessee State","29","7","22",".241","-13.72","-2.23","6","12",,,,,"1964","2297","658","1713",".384","212","694",".305","436","624",".699",,"1101","331","203","62",,,"E"
"271","Tennessee Tech","28","16","12",".571","0.02","-3.64","11","7",,,,,"2279","2068","734","1654",".444","279","757",".369","532","693",".768",,"1091","447","214","58",,,"E"
"272","Tennessee","33","26","7",".788","18.94","8.12","12","4",,,,,"2629","2239","909","2019",".450","266","736",".361","545","798",".683",,"1445","481","290","193",,,"E"
"273","Texas A&M","28","8","20",".286","-3.85","5.47","4","12",,,,,"1825","2086","644","1565",".412","179","562",".319","358","534",".670",,"1067","394","205","54",,,"E"
"274","Texas-Arlington","27","15","12",".556","-4.70","-5.86","11","7",,,,,"2106","2049","757","1818",".416","247","725",".341","345","516",".669",,"1070","250","271","47",,,"E"
"275","Texas Christian","32","18","14",".563","5.90","2.81","8","6",,,,,"2813","2691","966","2135",".452","260","685",".380","621","812",".765",,"1359","609","293","204",,,"E"
"276","Texas-El Paso","28","13","15",".464","5.95","3.23","4","10",,,,,"2158","2082","768","1601",".480","159","439",".362","463","673",".688",,"1077","455","199","87",,,"E"
"277","Texas-Pan American","28","12","16",".429","-8.28","-0.19",,,,,,,"2016","2168","706","1582",".446","191","529",".361","413","582",".710",,"1026","371","249","67",,,"E"
"278","Texas-San Antonio","28","15","13",".536","-4.38","-4.59","12","6",,,,,"2149","2102","759","1753",".433","188","568",".331","443","740",".599",,"1363","449","243","114",,,"E"
"279","Texas Southern","29","15","14",".517","-12.65","-13.45","10","8",,,,,"2131","2078","760","1750",".434","177","562",".315","434","638",".680",,"1217","332","266","51",,,"E"
"280","Texas State","29","12","17",".414","-7.49","-5.52","8","10",,,,,"1989","1992","688","1574",".437","168","439",".383","445","661",".673",,"1154","404","162","28",,,"E"
"281","Texas Tech","28","12","16",".429","3.32","5.69","3","13",,,,,"1969","2020","689","1565",".440","161","475",".339","430","593",".725",,"1080","370","172","137",,,"E"
"282","Texas","33","24","9",".727","20.43","9.61","13","3",,,,,"2460","2103","876","1870",".468","185","489",".378","523","810",".646",,"1411","481","244","168",,,"E"
"283","Toledo","31","18","13",".581","4.69","2.56","11","7",,,,,"2197","2131","757","1746",".434","225","646",".348","458","669",".685",,"1278","409","202","66",,,"E"
"284","Towson","28","11","17",".393","-10.38","-9.10","7","11",,,,,"1901","1937","668","1525",".438","179","482",".371","386","561",".688",,"1021","397","220","82",,,"E"
"285","Troy","28","17","11",".607","-5.94","-8.61","13","5",,,,,"2080","1979","710","1567",".453","253","625",".405","407","544",".748",,"1037","332","157","82",,,"E"
"286","Tulane","31","20","11",".645","5.79","3.54","8","8",,,,,"2102","2032","765","1772",".432","124","396",".313","448","739",".606",,"1291","431","298","100",,,"E"
"287","Tulsa","37","32","5",".865","19.94","2.42","12","2",,,,,"2974","2326","1050","2223",".472","264","764",".346","610","865",".705",,"1497","631","433","175",,,"E"
"288","UCLA","33","21","12",".636","15.29","10.11","10","8",,,,,"2492","2321","952","1984",".480","205","552",".371","383","652",".587",,"1386","545","282","145",,,"E"
"289","Utah State","34","28","6",".824","8.83","1.89","16","0",,,,,"2397","2080","879","1888",".466","194","536",".362","445","709",".628",,"1347","487","235","126",,,"E"
"290","Utah","32","23","9",".719","12.23","4.36","10","4",,,,,"2252","1979","782","1624",".482","222","574",".387","466","648",".719",,"1147","496","198","89",,,"E"
"291","Valparaiso","32","19","13",".594","-2.89","-3.71","10","6",,,,,"2128","2006","758","1702",".445","228","619",".368","384","590",".651",,"1257","459","236","120",,,"E"
"292","Vanderbilt","30","19","11",".633","12.64","7.54","8","8",,,,,"2243","2090","782","1710",".457","222","607",".366","457","624",".732",,"1122","457","214","63",,,"E"
"293","Vermont","28","16","12",".571","-9.79","-8.25","11","7",,,,,"2005","2048","727","1741",".418","172","490",".351","379","591",".641",,"1184","388","200","103",,,"E"
"294","Villanova","33","20","13",".606","7.62","6.74","8","8",,,,,"2308","2279","811","1909",".425","207","607",".341","479","679",".705",,"1339","516","243","162",,,"E"
"295","Virginia Commonwealth","28","14","14",".500","-4.87","-1.80","7","9",,,,,"1957","2043","707","1729",".409","150","514",".292","393","598",".657",,"1208","369","220","151",,,"E"
"296","VMI","29","6","23",".207","-14.90","-2.70","1","15",,,,,"2064","2247","747","1846",".405","171","566",".302","399","644",".620",,"1198","383","279","97",,,"E"
"297","Virginia Tech","31","16","15",".516","3.00","2.45","8","8",,,,,"1997","1980","720","1647",".437","126","422",".299","431","655",".658",,"1198","383","230","155",,,"E"
"298","Virginia","31","19","12",".613","12.29","6.22","9","7",,,,,"2526","2338","879","1950",".451","211","646",".327","557","822",".678",,"1246","440","272","95",,,"E"
"299","Wagner","27","11","16",".407","-9.07","-9.72","6","12",,,,,"2097","2040","778","1847",".421","208","597",".348","333","465",".716",,"1025","464","309","55",,,"E"
"300","Wake Forest","36","22","14",".611","14.20","8.95","7","9",,,,,"2512","2323","911","2100",".434","159","515",".309","531","788",".674",,"1379","479","218","146",,,"E"
"301","Washington State","28","6","22",".214","-1.91","7.66","1","17",,,,,"1778","2046","613","1482",".414","171","464",".369","381","543",".702",,"950","301","180","68",,,"E"
"302","Washington","30","10","20",".333","2.46","9.98","5","13",,,,,"1981","2183","728","1767",".412","160","468",".342","365","551",".662",,"1168","399","200","116",,,"E"
"303","Weber State","28","18","10",".643","1.98","0.46","10","6",,,,,"2165","2056","724","1569",".461","177","491",".360","540","718",".752",,"1066","434","201","66",,,"E"
"304","West Virginia","28","14","14",".500","3.65","5.00","6","10",,,,,"1974","2012","736","1634",".450","152","460",".330","350","536",".653",,"1140","433","203","123",,,"E"
"305","Western Carolina","28","14","14",".500","-10.42","-4.94","7","9",,,,,"2153","2248","813","1797",".452","167","520",".321","360","518",".695",,"1099","446","242","69",,,"E"
"306","Western Illinois","30","8","22",".267","-9.75","-2.68","3","13",,,,,"1975","2123","716","1640",".437","210","567",".370","333","488",".682",,"1129","482","201","49",,,"E"
"307","Western Kentucky","29","11","18",".379","-4.00","-1.45","8","8",,,,,"1995","2069","728","1642",".443","169","499",".339","370","558",".663",,"1201","384","153","119",,,"E"
"308","Western Michigan","28","10","18",".357","-3.38","1.87","6","12",,,,,"2044","2191","715","1682",".425","159","503",".316","455","668",".681",,"1116","360","194","70",,,"E"
"309","Wichita State","29","12","17",".414","0.56","1.92","5","13",,,,,"1925","1954","648","1593",".407","190","591",".321","439","621",".707",,"1105","407","241","58",,,"E"
"310","William & Mary","28","11","17",".393","-5.55","-0.92","6","10",,,,,"1922","1994","678","1593",".426","188","537",".350","378","535",".707",,"1073","394","163","122",,,"E"
"311","Winthrop","30","21","9",".700","-1.04","-7.41","11","3",,,,,"2193","1941","733","1719",".426","251","702",".358","476","717",".664",,"1275","406","215","104",,,"E"
"312","Wisconsin","36","22","14",".611","16.67","12.50","8","8",,,,,"2157","2007","765","1793",".427","207","602",".344","420","617",".681",,"1199","478","236","102",,,"E"
"313","Wofford","30","14","16",".467","-7.64","-2.89","8","8",,,,,"2078","2184","721","1756",".411","214","634",".338","422","623",".677",,"1143","383","184","91",,,"E"
"314","Wright State","28","11","17",".393","-5.22","-0.15","6","8",,,,,"1717","1859","567","1309",".433","139","419",".332","444","603",".736",,"963","328","171","53",,,"E"
"315","Wyoming","31","19","12",".613","6.88","2.84","8","6",,,,,"2567","2401","916","2085",".439","222","635",".350","513","727",".706",,"1368","501","249","102",,,"E"
"316","Xavier","33","21","12",".636","9.36","3.42","9","7",,,,,"2481","2285","856","1979",".433","220","627",".351","549","773",".710",,"1379","474","261","118",,,"E"
"317","Yale","27","7","20",".259","-15.73","-8.47","5","9",,,,,"1585","1781","563","1436",".392","103","372",".277","356","530",".672",,"1036","267","160","83",,,"E"
"318","Youngstown State","28","12","16",".429","-8.07","-3.66","9","7",,,,,"1876","1974","696","1593",".437","154","479",".322","330","484",".682",,"1103","410","198","94",,,"E"
