"Rk","School","G","W","L","W-L%","SRS","SOS","W","L","W","L","W","L","Tm.","Opp.","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","season"
"162","Maine","28","6","22",".214","-16.92","-4.55","4","12","5","9","1","13","2037","2324","742","1657",".448","179","524",".342","374","558",".670","260","932","410","210","64","415","585","S"
"163","Manhattan","29","22","7",".759","5.10","-1.80","15","5","9","3","13","4","2246","2046","728","1623",".449","185","508",".364","605","918",".659","373","1095","389","250","184","414","711","S"
"164","Marist","31","12","19",".387","-4.88","-1.20","9","11","9","7","3","12","2119","2233","709","1736",".408","201","580",".347","500","700",".714","334","1057","342","202","122","384","583","S"
"165","Marquette","30","17","13",".567","11.10","7.27","9","8","12","5","5","8","2155","2040","744","1687",".441","141","449",".314","526","760",".692","363","1100","437","193","95","354","587","S"
"166","Marshall","31","10","21",".323","-3.75","-0.82","4","12","8","9","2","12","2264","2243","792","1824",".434","192","615",".312","488","782",".624","397","1159","387","201","118","402","615","S"
"167","Maryland-Baltimore County","29","9","20",".310","-13.17","-6.31","5","11","8","5","1","15","1912","2099","649","1613",".402","164","546",".300","450","686",".656","332","989","339","236","84","438","689","S"
"168","Maryland-Eastern Shore","29","6","23",".207","-16.81","-6.15","4","12","5","8","1","15","1922","2173","634","1593",".398","170","535",".318","484","674",".718","346","959","327","186","62","364","562","S"
"169","Maryland","30","16","14",".533","11.21","7.88","8","9","13","4","3","10","2130","2030","749","1745",".429","213","620",".344","419","625",".670","369","1139","358","188","130","384","595","S"
"170","Massachusetts-Lowell","28","10","18",".357","-13.36","-4.18","8","8","6","6","4","12","1718","1938","570","1447",".394","192","588",".327","386","548",".704","268","880","335","166","73","378","517","S"
"171","Massachusetts","29","23","6",".793","11.96","5.86","10","5","13","1","10","5","2231","2054","802","1718",".467","160","446",".359","467","692",".675","357","1121","455","192","167","390","567","S"
"172","McNeese State","29","10","19",".345","-12.82","-3.08","8","9","8","3","2","16","1970","2215","686","1743",".394","189","625",".302","409","584",".700","381","1066","349","195","111","378","518","S"
"173","Memphis","30","22","8",".733","13.76","6.28","11","6","16","2","6","6","2363","2123","867","1786",".485","162","480",".338","467","707",".661","375","1131","534","255","144","401","550","S"
"174","Mercer","33","25","8",".758","5.12","-4.68","14","4","17","1","8","7","2627","2196","911","1901",".479","273","700",".390","532","730",".729","377","1250","549","200","139","399","612","S"
"175","Miami (FL)","30","15","15",".500","7.90","6.00","6","11","7","8","8","7","1845","1788","648","1553",".417","171","523",".327","378","557",".679","329","1035","312","151","113","300","480","S"
"176","Miami (OH)","28","12","16",".429","-4.00","0.74","8","9","7","5","5","11","1821","1951","652","1497",".436","134","444",".302","383","509",".752","238","869","353","243","67","383","483","S"
"177","Michigan State","30","23","7",".767","19.70","8.87","12","5","15","4","8","3","2296","1971","820","1733",".473","247","631",".391","409","591",".692","327","1119","517","218","142","345","568","S"
"178","Michigan","29","22","7",".759","19.86","9.38","14","3","13","2","9","5","2180","1876","755","1572",".480","248","620",".400","422","558",".756","257","944","423","148","72","275","423","S"
"179","Middle Tennessee","31","23","8",".742","4.94","-0.75","13","3","14","2","9","6","2208","1943","770","1697",".454","166","490",".339","502","753",".667","377","1136","417","228","146","382","620","S"
"180","Milwaukee","32","19","13",".594","-1.81","-0.85","7","9","9","7","10","6","2270","2267","742","1710",".434","223","689",".324","563","772",".729","310","1073","443","189","80","435","579","S"
"181","Minnesota","30","18","12",".600","12.33","8.91","7","10","14","4","4","8","2150","2036","739","1654",".447","210","605",".347","462","621",".744","333","1045","415","226","129","359","576","S"
"182","Mississippi State","30","13","17",".433","-0.87","2.77","3","14","13","7","0","10","2024","2133","713","1624",".439","138","460",".300","460","695",".662","295","990","362","232","83","415","524","S"
"183","Mississippi Valley State","30","9","21",".300","-19.90","-7.38","5","12","7","4","2","17","2162","2420","762","1802",".423","186","591",".315","452","672",".673","339","1036","332","230","55","434","667","S"
"184","Mississippi","30","17","13",".567","7.97","5.67","8","9","12","5","5","8","2266","2197","766","1829",".419","239","684",".349","495","706",".701","393","1101","382","222","169","346","572","S"
"185","Missouri-Kansas City","28","10","18",".357","-8.45","-1.22","7","8","5","8","5","10","1935","2135","675","1585",".426","150","506",".296","435","682",".638","281","925","315","207","67","376","573","S"
"186","Missouri State","31","20","11",".645","1.37","0.87","9","9","15","3","5","8","2157","2118","722","1660",".435","218","600",".363","495","700",".707","284","1018","378","152","92","341","622","S"
"187","Missouri","30","21","9",".700","11.72","6.59","9","8","17","2","4","7","2220","2066","725","1569",".462","183","513",".357","587","798",".736","340","1124","320","140","100","374","579","S"
"188","Monmouth","32","11","21",".344","-6.74","-2.68","5","15","8","9","3","12","2208","2338","776","1847",".420","177","527",".336","479","749",".640","413","1184","386","222","96","462","698","S"
"189","Montana State","30","14","16",".467","-9.18","-5.04","9","10","9","5","5","11","2050","2081","716","1611",".444","181","508",".356","437","617",".708","261","936","314","201","50","344","550","S"
"190","Montana","28","17","11",".607","-2.54","-4.35","12","7","11","3","6","8","2013","1933","667","1383",".482","217","565",".384","462","627",".737","199","760","325","142","71","279","574","S"
"191","Morehead State","33","20","13",".606","-1.68","-3.26","10","6","10","5","10","8","2536","2406","838","1867",".449","180","608",".296","680","971",".700","467","1269","445","264","100","516","773","S"
"192","Morgan State","28","13","15",".464","-6.04","-4.51","11","5","7","5","6","10","1993","2036","718","1681",".427","126","486",".259","431","711",".606","398","1066","353","178","142","357","580","S"
"193","Mount St. Mary's","30","14","16",".467","-6.55","-3.98","9","7","10","3","4","13","2275","2352","761","1754",".434","270","760",".355","483","650",".743","300","963","356","215","90","359","569","S"
"194","Murray State","29","18","11",".621","-1.46","-4.28","13","3","13","1","5","10","2247","2116","758","1597",".475","212","563",".377","519","788",".659","343","1040","375","166","112","369","554","S"
"195","Navy","30","9","21",".300","-11.43","-4.95","4","14","7","6","2","15","1820","1957","660","1645",".401","201","612",".328","299","471",".635","335","1006","381","195","99","376","566","S"
"196","Nebraska-Omaha","30","16","14",".533","-0.06","-2.06","5","9","10","4","6","10","2405","2243","828","1842",".450","210","607",".346","539","702",".768","313","1024","464","250","82","373","561","S"
"197","Nebraska","29","18","11",".621","10.39","8.28","10","7","14","1","4","10","1933","1872","648","1520",".426","172","512",".336","465","652",".713","259","969","279","200","88","322","586","S"
"198","Nevada-Las Vegas","30","19","11",".633","9.62","2.99","10","7","12","7","7","4","2161","1962","764","1734",".441","173","535",".323","460","701",".656","379","1204","400","151","199","335","472","S"
"199","Nevada","30","14","16",".467","2.49","3.79","9","8","6","9","8","7","2178","2217","749","1717",".436","201","593",".339","479","664",".721","334","1047","322","148","134","318","563","S"
"200","New Hampshire","29","6","23",".207","-13.71","-5.96","4","12","3","11","3","12","1675","1868","564","1507",".374","201","619",".325","346","501",".691","281","1007","283","118","98","382","561","S"
"201","New Mexico State","32","23","9",".719","6.65","-2.41","12","4","15","2","8","7","2487","2156","835","1710",".488","176","478",".368","641","941",".681","385","1198","421","155","207","411","547","S"
"202","New Mexico","29","24","5",".828","13.20","4.54","15","2","13","2","11","3","2188","1937","741","1614",".459","175","506",".346","531","731",".726","315","1114","451","148","153","295","485","S"
"203","New Orleans","25","11","14",".440","-14.12","-5.04","8","9","6","6","5","8","1797","1907","598","1385",".432","134","388",".345","467","691",".676","329","935","300","168","81","422","528","S"
"204","Niagara","32","7","25",".219","-8.03","-1.28","3","17","4","11","3","14","2404","2620","808","1884",".429","158","529",".299","630","924",".682","401","1103","320","228","70","441","760","S"
"205","Nicholls State","26","13","13",".500","-12.33","-7.13","10","7","9","2","4","11","1799","1904","641","1426",".450","156","504",".310","361","564",".640","254","818","346","156","70","317","623","S"
"206","NJIT","29","13","16",".448","-12.38","-7.34","0","0","7","6","6","10","2109","2061","728","1638",".444","216","578",".374","435","603",".721","284","990","394","187","104","379","585","S"
"207","Norfolk State","30","17","13",".567","-7.42","-7.16","11","5","9","5","8","8","2194","2151","785","1686",".466","169","484",".349","455","654",".696","380","1076","423","181","119","403","600","S"
"208","North Carolina-Asheville","31","17","14",".548","-6.71","-5.39","10","6","12","2","5","12","2407","2344","811","1780",".456","214","583",".367","571","770",".742","375","1173","391","201","186","427","593","S"
"209","North Carolina A&T","31","9","22",".290","-16.06","-6.92","5","11","7","5","2","17","2042","2289","611","1575",".388","167","542",".308","653","927",".704","369","1112","291","148","123","473","718","S"
"210","North Carolina Central","30","25","5",".833","3.06","-8.51","16","1","14","0","11","5","2207","1777","747","1623",".460","156","480",".325","557","772",".722","359","1068","443","245","127","350","592","S"
"211","North Carolina-Greensboro","32","14","18",".438","-12.04","-5.84","7","9","10","8","4","10","2267","2373","808","1835",".440","167","488",".342","484","704",".688","336","1172","380","180","75","447","681","S"
"212","North Carolina State","30","18","12",".600","7.90","6.87","8","9","12","6","6","6","2129","2098","793","1736",".457","136","452",".301","407","628",".648","361","1044","381","144","125","324","564","S"
"213","North Carolina-Wilmington","32","9","23",".281","-8.45","-0.48","3","13","6","8","3","15","2018","2221","741","1841",".402","139","509",".273","397","606",".655","390","1148","346","191","129","367","581","S"
"214","North Carolina","30","23","7",".767","15.88","7.58","13","4","16","3","7","4","2286","2037","831","1803",".461","125","371",".337","499","803",".621","433","1217","474","221","146","360","596","S"
"215","North Dakota State","29","23","6",".793","5.90","-0.48","12","2","13","1","10","5","2225","1921","794","1559",".509","155","430",".360","482","646",".746","278","955","348","192","132","293","519","S"
"216","North Dakota","30","15","15",".500","-5.89","-3.03","12","8","11","4","4","11","2226","2219","782","1703",".459","184","555",".332","478","704",".679","325","940","370","257","83","344","612","S"
"217","North Florida","32","16","16",".500","-7.40","-3.20","10","8","9","5","7","11","2318","2377","789","1784",".442","227","633",".359","513","725",".708","383","1183","401","167","126","483","600","S"
"218","North Texas","30","15","15",".500","-3.80","-0.58","6","10","9","7","6","8","2104","2185","736","1741",".423","147","444",".331","485","725",".669","348","1113","306","199","105","385","607","S"
"219","Northeastern","30","10","20",".333","-2.90","-0.03","7","9","4","8","6","12","1945","2031","682","1578",".432","147","457",".322","434","684",".635","336","1041","350","164","105","390","518","S"
"220","Northern Arizona","30","14","16",".467","-6.60","-3.60","11","8","8","4","6","12","2017","2080","729","1609",".453","159","453",".351","400","560",".714","317","983","321","188","117","379","531","S"
"221","Northern Colorado","28","16","12",".571","-3.47","-5.01","10","9","13","2","3","10","2091","1988","758","1542",".492","168","436",".385","407","595",".684","310","915","327","158","63","324","562","S"
"222","Northern Illinois","29","13","16",".448","-3.23","-0.30","7","10","8","7","5","9","1820","1852","589","1506",".391","124","441",".281","518","758",".683","401","1100","245","182","93","426","588","S"
"223","Northern Iowa","31","16","15",".516","5.55","3.11","10","8","11","3","5","12","2256","2149","762","1693",".450","264","732",".361","468","646",".724","272","1022","436","175","90","330","568","S"
"224","Northern Kentucky","30","9","21",".300","-10.37","-4.80","5","13","7","9","2","12","2044","2211","704","1618",".435","228","654",".349","408","578",".706","286","940","334","163","89","348","624","S"
"225","Northwestern State","28","15","13",".536","-3.71","-4.33","11","6","9","3","6","10","2432","2360","876","1859",".471","158","476",".332","522","711",".734","351","1061","472","255","150","386","582","S"
"226","Northwestern","30","12","18",".400","4.28","8.45","5","12","8","10","4","8","1772","1897","602","1537",".392","192","648",".296","376","541",".695","234","990","327","128","112","330","554","S"
"227","Notre Dame","31","15","16",".484","9.05","7.21","6","12","13","7","2","9","2234","2177","815","1782",".457","222","617",".360","382","534",".715","335","1058","469","180","94","325","494","S"
"228","Oakland","33","13","20",".394","-1.70","3.30","7","9","10","7","3","13","2455","2554","821","1890",".434","279","754",".370","534","731",".731","298","1025","522","229","61","367","658","S"
"229","Ohio State","30","22","8",".733","19.00","7.80","9","8","16","3","6","5","2101","1765","721","1601",".450","181","544",".333","478","685",".698","291","1012","359","225","132","331","494","S"
"230","Ohio","30","20","10",".667","3.81","-0.23","10","7","11","6","9","4","2139","1994","757","1660",".456","216","626",".345","409","576",".710","295","1064","438","193","133","380","591","S"
"231","Oklahoma State","30","20","10",".667","20.19","8.06","8","9","14","3","6","7","2420","2056","800","1705",".469","211","574",".368","609","840",".725","294","1072","413","226","149","319","586","S"
"232","Oklahoma","30","22","8",".733","15.67","9.81","11","6","16","3","6","5","2459","2283","821","1827",".449","247","657",".376","570","762",".748","350","1127","426","206","102","345","574","S"
"233","Old Dominion","31","15","16",".484","-1.67","-0.54","9","7","10","8","5","8","1972","2007","706","1648",".428","160","492",".325","400","661",".605","366","1103","331","193","132","417","610","S"
"234","Oral Roberts","30","16","14",".533","-1.72","-3.76","10","7","9","4","7","10","2148","2067","754","1627",".463","139","391",".355","501","689",".727","323","1058","366","158","135","345","590","S"
"235","Oregon State","29","15","14",".517","7.15","6.43","7","10","11","4","4","10","2181","2160","738","1531",".482","162","416",".389","543","777",".699","279","1001","392","143","136","390","545","S"
"236","Oregon","29","21","8",".724","15.96","7.38","9","8","14","3","7","5","2404","2155","802","1716",".467","221","574",".385","579","747",".775","315","1008","430","233","100","336","615","S"
"237","Pacific","30","15","15",".500","2.16","4.68","6","12","8","7","7","8","2176","2238","728","1661",".438","192","531",".362","528","685",".771","335","1041","363","152","57","367","686","S"
"238","Penn State","30","15","15",".500","9.36","7.89","6","11","10","8","5","7","2169","2125","748","1710",".437","189","591",".320","484","655",".739","307","1051","349","134","141","312","628","S"
"239","Pennsylvania","26","7","19",".269","-6.09","0.94","4","8","6","8","1","11","1777","1960","636","1412",".450","129","402",".321","376","559",".673","247","872","378","155","91","422","593","S"
"240","Pepperdine","30","15","15",".500","1.54","3.03","8","10","8","6","7","9","2137","2167","749","1645",".455","188","532",".353","451","642",".702","304","1045","418","145","131","370","565","S"
"241","Pittsburgh","30","22","8",".733","16.90","6.64","10","7","15","5","7","3","2169","1861","741","1613",".459","153","430",".356","534","743",".719","368","1082","471","204","94","316","517","S"
"242","Portland State","28","15","13",".536","-6.37","-5.10","10","9","11","5","4","8","2044","2008","714","1521",".469","175","480",".365","441","605",".729","248","852","373","172","61","319","540","S"
"243","Portland","31","15","16",".484","5.50","2.47","7","11","11","6","4","10","2327","2233","810","1778",".456","191","485",".394","516","702",".735","339","1116","472","184","128","366","620","S"
"244","Prairie View","29","8","21",".276","-17.97","-6.51","6","11","6","6","2","15","2029","2323","702","1698",".413","203","598",".339","422","655",".644","344","988","309","204","66","427","647","S"
"245","Presbyterian","32","6","26",".188","-20.64","-7.44","2","14","5","9","1","17","2092","2445","772","1724",".448","190","538",".353","358","529",".677","244","980","372","141","96","398","494","S"
"246","Princeton","26","18","8",".692","4.26","-2.02","6","6","10","2","8","6","1862","1675","617","1377",".448","250","684",".365","378","523",".723","217","849","379","165","94","292","452","S"
"247","Providence","30","20","10",".667","11.74","7.68","10","7","14","3","6","7","2192","2070","727","1712",".425","189","542",".349","549","698",".787","375","1103","420","171","154","359","519","S"
"248","Purdue","30","15","15",".500","8.86","7.86","5","12","13","5","2","10","2186","2156","777","1809",".430","170","510",".333","462","694",".666","417","1174","392","172","159","365","616","S"
"249","Quinnipiac","29","19","10",".655","0.37","-2.53","14","6","10","3","9","7","2296","2212","756","1802",".420","157","450",".349","627","873",".718","505","1334","370","102","138","360","571","S"
"250","Radford","33","21","12",".636","-7.91","-8.97","10","6","11","4","10","8","2574","2426","915","1916",".478","201","568",".354","543","780",".696","374","1155","428","236","123","365","624","S"
"251","Rhode Island","31","14","17",".452","3.11","3.38","5","12","10","6","4","11","2108","2113","731","1653",".442","148","462",".320","498","756",".659","350","1119","375","152","159","434","626","S"
"252","Rice","29","7","22",".241","-9.14","0.16","2","14","6","10","1","12","1791","2020","618","1528",".404","227","710",".320","328","497",".660","224","933","403","137","56","385","549","S"
"253","Richmond","30","18","12",".600","6.21","4.08","8","7","12","4","6","8","2019","1955","691","1633",".423","190","596",".319","447","666",".671","284","980","316","181","129","314","587","S"
"254","Rider","30","14","16",".467","-3.91","-1.94","9","11","6","7","8","9","2221","2280","716","1639",".437","229","574",".399","560","765",".732","322","1008","361","184","87","397","602","S"
"255","Robert Morris","32","20","12",".625","-2.99","-3.74","14","2","11","2","9","10","2302","2278","794","1812",".438","238","615",".387","476","663",".718","350","1070","403","226","58","362","595","S"
"256","Rutgers","30","11","19",".367","0.73","5.35","5","12","10","9","1","10","2178","2285","765","1772",".432","185","543",".341","463","657",".705","372","1063","387","177","129","365","621","S"
"257","Sacramento State","28","13","15",".464","-8.00","-4.47","9","10","10","3","3","12","1910","1941","675","1473",".458","169","458",".369","391","542",".721","254","872","369","144","39","322","599","S"
"258","Sacred Heart","31","5","26",".161","-12.65","-5.68","2","14","1","10","4","16","2162","2378","758","1836",".413","197","603",".327","449","655",".685","379","1070","388","166","65","378","618","S"
"259","Saint Francis (PA)","30","10","20",".333","-13.08","-5.38","7","9","5","8","5","12","1859","2090","658","1601",".411","212","661",".321","331","520",".637","270","905","353","169","82","321","464","S"
"260","Saint Joseph's","29","21","8",".724","8.94","4.63","11","4","13","3","8","5","2087","1962","723","1529",".473","215","559",".385","426","658",".647","281","1026","410","137","138","361","456","S"
"261","Saint Louis","30","25","5",".833","12.16","3.30","12","3","14","4","11","1","2108","1826","726","1641",".442","172","534",".322","484","681",".711","309","1092","429","225","125","376","519","S"
"262","Saint Mary's (CA)","31","21","10",".677","9.77","4.00","11","7","15","4","6","6","2243","2032","733","1617",".453","222","580",".383","555","776",".715","364","1057","391","175","105","355","592","S"
"263","Saint Peter's","30","14","16",".467","-5.72","-3.49","9","11","8","5","6","11","1903","1970","639","1575",".406","160","509",".314","465","662",".702","323","1026","295","191","132","354","540","S"
"264","Sam Houston State","29","20","9",".690","-5.06","-7.72","12","5","11","1","9","8","2236","2052","741","1592",".465","208","530",".392","546","832",".656","353","1023","457","199","94","377","635","S"
"265","Samford","32","13","19",".406","-14.43","-7.47","6","10","10","4","3","15","2273","2444","826","1741",".474","159","479",".332","462","678",".681","289","1023","440","182","97","406","672","S"
"266","San Diego State","29","26","3",".897","14.88","4.25","15","2","14","1","12","2","2089","1667","720","1634",".441","152","418",".364","497","762",".652","387","1122","297","217","160","296","478","S"
"267","San Diego","31","16","15",".516","3.06","2.96","7","11","10","7","6","8","2078","2002","719","1607",".447","195","516",".378","445","641",".694","305","1034","343","180","120","367","567","S"
"268","San Francisco","30","20","10",".667","6.47","4.62","13","5","13","5","7","5","2260","2147","786","1641",".479","205","555",".369","483","748",".646","335","1064","439","164","78","354","588","S"
"269","San Jose State","29","7","22",".241","-6.83","3.36","1","16","4","8","3","14","1830","2070","592","1564",".379","256","745",".344","390","539",".724","291","1028","322","128","81","390","600","S"
"270","Santa Clara","32","14","18",".438","1.02","3.15","6","12","8","8","6","10","2265","2248","760","1797",".423","241","659",".366","504","689",".731","336","1034","390","194","134","320","640","S"
"271","Savannah State","30","12","18",".400","-9.20","-4.56","10","6","7","5","5","13","1860","1953","655","1558",".420","149","476",".313","401","612",".655","332","997","317","218","148","473","635","S"
"272","Seattle","28","13","15",".464","-4.99","-3.72","5","10","7","7","6","8","2018","1982","719","1681",".428","208","614",".339","372","570",".653","389","1082","376","172","85","387","614","S"
"273","Seton Hall","30","15","15",".500","8.65","5.71","6","11","11","8","4","7","2199","2111","723","1576",".459","230","628",".366","523","726",".720","255","971","410","213","86","371","600","S"
"274","Siena","31","15","16",".484","-2.27","-0.69","11","9","10","4","5","12","2172","2221","749","1787",".419","133","412",".323","541","753",".718","441","1185","423","183","144","438","718","S"
"275","South Alabama","30","10","20",".333","-4.74","0.19","4","13","9","6","1","14","2058","2109","692","1714",".404","230","694",".331","444","646",".687","366","1113","332","147","117","373","600","S"
"276","South Carolina State","29","9","20",".310","-16.81","-5.66","5","11","7","6","2","14","1836","2119","662","1656",".400","144","508",".283","368","562",".655","392","1054","361","161","97","440","552","S"
"277","South Carolina Upstate","33","19","14",".576","-2.00","-4.77","11","7","13","2","6","12","2432","2286","866","1915",".452","207","653",".317","493","731",".674","418","1261","511","223","117","399","601","S"
"278","South Carolina","30","11","19",".367","4.62","6.96","4","13","9","7","2","12","2060","2130","683","1634",".418","165","453",".364","529","750",".705","400","1042","370","189","118","429","688","S"
"279","South Dakota State","29","18","11",".621","0.53","-1.05","10","4","10","3","8","8","2119","2012","702","1563",".449","190","551",".345","525","691",".760","284","1022","382","158","94","338","517","S"
"280","South Dakota","29","12","17",".414","-6.06","-0.18","6","8","10","4","2","13","2029","2081","695","1574",".442","185","523",".354","454","599",".758","257","958","371","158","109","360","506","S"
"281","South Florida","30","12","18",".400","-0.20","5.10","3","14","7","9","5","9","1967","2126","701","1611",".435","93","362",".257","472","706",".669","333","1058","374","166","114","391","529","S"
"282","Southeast Missouri State","32","18","14",".563","-5.43","-6.53","8","8","11","4","7","10","2654","2514","961","1924",".499","218","607",".359","514","743",".692","360","1191","533","228","136","419","641","S"
"283","Southeastern Louisiana","28","11","17",".393","-12.45","-6.56","6","11","8","5","3","12","1950","2039","671","1512",".444","195","532",".367","413","597",".692","241","893","335","126","115","337","554","S"
"284","Southern California","30","11","19",".367","3.35","8.80","2","15","9","10","2","9","2127","2269","754","1707",".442","136","467",".291","483","725",".666","332","1119","387","165","132","425","588","S"
"285","SIU Edwardsville","31","11","20",".355","-10.54","-5.27","7","9","9","6","2","14","2264","2364","806","1715",".470","223","590",".378","429","645",".665","298","963","436","212","94","429","627","S"
"286","Southern Illinois","32","14","18",".438","-0.21","0.40","9","9","10","6","4","12","2149","2146","762","1668",".457","145","437",".332","480","712",".674","360","1068","323","235","69","398","615","S"
"287","Southern Methodist","30","23","7",".767","14.48","4.35","12","5","17","2","6","5","2162","1858","771","1564",".493","135","364",".371","485","710",".683","322","1096","458","222","141","411","587","S"
"288","Southern Mississippi","31","26","5",".839","6.97","-1.24","13","3","14","0","12","5","2252","1933","746","1604",".465","169","478",".354","591","859",".688","390","1100","444","264","66","411","639","S"
"289","Southern Utah","28","2","26",".071","-18.79","-2.38","1","18","2","10","0","16","1658","2094","574","1418",".405","128","389",".329","382","554",".690","226","802","305","124","88","385","661","S"
"290","Southern","30","19","11",".633","-2.38","-7.16","15","2","10","3","9","8","2168","1875","779","1699",".459","183","524",".349","427","681",".627","352","1162","400","185","149","405","643","S"
"291","St. Bonaventure","29","16","13",".552","6.55","1.96","6","9","11","4","5","9","2153","2020","758","1655",".458","138","427",".323","499","699",".714","370","1035","400","199","126","373","594","S"
"292","St. Francis (NY)","32","18","14",".563","-4.36","-5.62","9","7","10","3","8","11","2207","2139","781","1813",".431","195","619",".315","450","659",".683","383","1189","399","181","170","421","639","S"
"293","St. John's (NY)","30","19","11",".633","13.52","7.39","9","8","14","5","5","6","2160","1976","776","1735",".447","136","403",".337","472","661",".714","333","1089","385","198","233","325","553","S"
"294","Stanford","29","18","11",".621","13.97","8.69","9","8","11","4","7","7","2153","2000","738","1603",".460","172","459",".375","505","721",".700","285","1038","351","147","132","323","532","S"
"295","Stephen F. Austin","30","28","2",".933","4.59","-7.81","17","0","14","0","14","2","2286","1879","795","1714",".464","209","601",".348","487","691",".705","390","1009","493","229","93","335","639","S"
"296","Stetson","31","7","24",".226","-15.71","-4.87","5","13","6","7","1","17","1916","2252","683","1628",".420","159","541",".294","391","590",".663","294","926","370","174","116","383","529","S"
"297","Stony Brook","30","21","9",".700","-1.05","-6.09","13","3","12","3","9","6","2162","2000","764","1678",".455","166","458",".362","468","652",".718","342","1101","392","175","87","370","566","S"
"298","Syracuse","30","26","4",".867","16.31","7.51","13","4","16","2","10","2","2044","1780","723","1647",".439","151","446",".339","447","640",".698","390","1049","363","242","147","266","476","S"
"299","Temple","29","8","21",".276","3.24","7.62","3","14","4","10","4","11","2135","2262","769","1802",".427","189","565",".335","408","572",".713","357","1020","385","167","98","301","537","S"
"300","Tennessee-Martin","31","8","23",".258","-13.26","-4.64","3","13","5","10","3","13","2304","2526","792","1870",".424","218","636",".343","502","692",".725","350","982","426","234","82","361","654","S"
"301","Tennessee State","30","5","25",".167","-9.91","-2.09","4","12","3","11","2","14","2061","2265","707","1647",".429","147","502",".293","500","714",".700","344","1007","314","163","84","371","641","S"
"302","Tennessee Tech","33","17","16",".515","-8.16","-4.65","9","7","10","5","7","11","2376","2376","822","1810",".454","185","565",".327","547","808",".677","412","1171","408","245","154","498","729","S"
"303","Tennessee","30","19","11",".633","15.83","6.97","10","7","15","4","4","7","2174","1870","747","1672",".447","178","518",".344","502","704",".713","419","1169","382","157","148","318","516","S"
"304","Texas A&M-Corpus Christi","30","16","14",".533","-5.83","-6.51","13","4","9","7","7","7","2087","2039","739","1580",".468","127","356",".357","482","721",".669","343","1030","368","205","90","369","608","S"
"305","Texas A&M","30","17","13",".567","5.91","3.64","8","9","16","2","1","11","1938","1870","686","1600",".429","169","531",".318","397","625",".635","281","1018","383","196","119","338","529","S"
"306","Texas-Arlington","29","14","15",".483","-4.31","-0.16","9","8","9","5","5","10","2217","2254","746","1695",".440","234","677",".346","491","705",".696","345","1077","354","156","106","403","568","S"
"307","Texas Christian","29","9","20",".310","-0.62","7.92","0","17","6","9","3","11","1838","2074","605","1506",".402","134","418",".321","494","677",".730","240","876","331","166","96","340","510","S"
"308","Texas-El Paso","31","22","9",".710","5.24","0.31","12","4","13","5","9","4","2158","1959","731","1558",".469","138","405",".341","558","814",".686","314","1131","425","158","126","418","574","S"
"309","Texas-Pan American","30","9","21",".300","-9.97","-4.04","5","10","3","9","6","12","1960","2100","703","1715",".410","142","520",".273","412","618",".667","336","1007","375","211","72","374","620","S"
"310","Texas-San Antonio","29","8","21",".276","-10.82","-0.47","4","12","7","9","1","12","1990","2225","629","1493",".421","169","521",".324","563","814",".692","348","1007","305","177","54","457","594","S"
"311","Texas Southern","29","15","14",".517","-8.40","-9.19","11","6","9","2","6","12","2218","2179","738","1597",".462","187","520",".360","555","772",".719","334","1058","418","139","101","389","458","S"
"312","Texas State","30","8","22",".267","-6.50","-0.71","4","13","6","9","2","13","1853","1975","680","1556",".437","140","456",".307","353","533",".662","304","978","334","178","83","412","543","S"
"313","Texas Tech","30","13","17",".433","9.15","8.75","5","12","10","6","3","11","2069","2057","738","1616",".457","137","433",".316","456","625",".730","348","984","350","184","113","357","567","S"
"314","Texas","30","22","8",".733","13.79","9.09","11","6","16","2","6","6","2258","2117","778","1795",".433","153","472",".324","549","818",".671","447","1259","376","176","183","378","578","S"
"315","Toledo","30","25","5",".833","4.12","-1.36","13","4","14","0","11","5","2422","2216","830","1757",".472","165","475",".347","597","817",".731","377","1083","450","206","82","321","523","S"
"316","Towson","31","22","9",".710","1.47","-2.67","13","3","15","1","7","8","2263","2109","745","1652",".451","179","518",".346","594","854",".696","381","1226","316","123","155","357","622","S"
"317","Troy","29","10","19",".345","-5.83","-1.97","5","12","7","7","3","12","1988","2047","656","1567",".419","207","605",".342","469","709",".661","342","1021","323","173","69","376","462","S"
"318","Tulane","31","16","15",".516","-7.78","-1.58","8","8","12","6","4","9","1994","2170","635","1537",".413","182","526",".346","542","776",".698","329","1043","287","147","93","393","578","S"
"319","Tulsa","30","18","12",".600","5.98","0.92","13","3","11","3","7","9","2197","2045","743","1686",".441","178","547",".325","533","788",".676","326","1089","395","209","118","349","651","S"
"320","UCLA","30","23","7",".767","18.86","7.33","12","5","16","2","7","5","2486","2140","885","1805",".490","197","491",".401","519","690",".752","310","1068","525","291","90","313","532","S"
"321","Utah State","30","17","13",".567","6.22","3.40","7","11","13","5","4","8","2103","1990","746","1631",".457","208","511",".407","403","547",".737","327","1102","490","103","113","330","534","S"
"322","Utah Valley","29","19","10",".655","-4.28","-3.36","13","3","13","2","6","8","1945","1879","649","1518",".428","188","548",".343","459","606",".757","275","990","403","148","84","324","489","S"
"323","Utah","29","20","9",".690","14.88","6.03","9","8","18","2","2","7","2255","1859","793","1600",".496","185","528",".350","484","657",".737","268","1046","459","201","142","334","485","S"
