"Rk","School","G","W","L","W-L%","SRS","SOS","W","L","W","L","W","L","Tm.","Opp.","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","season"
"12","Arizona","35","27","8",".771","17.30","7.47","12","6","14","2","7","4","2570","2226","880","1933",".455","269","725",".371","541","722",".749","393","1276","476","234","134","458","584","R"
"13","Arkansas-Little Rock","32","17","15",".531","-4.36","-2.23","11","9","13","3","3","10","2127","2132","732","1736",".422","162","481",".337","501","741",".676","361","1097","372","215","121","488","632","R"
"14","Arkansas-Pine Bluff","30","16","14",".533","-12.13","-8.20","15","3","9","0","6","12","1880","1998","683","1707",".400","159","526",".302","355","563",".631","349","1026","382","297","99","433","533","R"
"15","Arkansas State","31","19","12",".613","0.77","-4.36","12","8","13","2","5","9","2127","1944","705","1737",".406","197","633",".311","520","762",".682","392","1143","324","256","95","408","543","R"
"16","Arkansas","32","19","13",".594","9.82","4.97","10","8","17","1","1","9","2358","2203","852","1960",".435","192","639",".300","462","687",".672","386","1120","475","295","159","372","649","R"
"17","Army","31","16","15",".516","-1.48","-4.52","8","6","9","4","6","10","2245","2112","767","1723",".445","250","675",".370","461","628",".734","330","1133","442","160","99","437","601","R"
"18","Auburn","32","9","23",".281","0.21","4.18","3","15","7","10","1","9","2074","2201","726","1777",".409","183","589",".311","439","627",".700","329","1094","396","222","124","427","657","R"
"19","Austin Peay","31","8","23",".258","-12.35","-4.31","4","12","5","8","2","12","2218","2371","783","1714",".457","226","590",".383","426","633",".673","315","1053","455","194","159","502","490","R"
"20","Ball State","30","15","15",".500","-6.70","-3.15","8","8","8","8","7","6","1957","2041","656","1542",".425","177","542",".327","468","718",".652","369","1068","355","193","71","455","516","R"
"21","Baylor","37","23","14",".622","15.07","7.13","9","9","15","5","4","7","2811","2456","1002","2178",".460","257","728",".353","550","796",".691","443","1387","586","243","166","439","632","R"
"22","Belmont","33","26","7",".788","10.37","-0.96","14","2","13","0","9","4","2533","2129","906","1844",".491","279","729",".383","442","604",".732","306","1049","516","322","88","440","604","R"
"23","Bethune-Cookman","34","14","20",".412","-9.54","-6.44","7","9","9","4","2","14","2283","2318","815","1957",".416","190","620",".306","463","742",".624","425","1176","439","246","125","420","698","R"
"24","Binghamton","30","3","27",".100","-18.52","-3.70","1","15","2","12","1","14","1676","2081","588","1580",".372","156","546",".286","344","533",".645","303","1056","247","173","74","461","507","R"
"25","Boise State","32","21","11",".656","9.44","5.27","9","7","14","1","5","8","2343","2095","824","1790",".460","249","637",".391","446","597",".747","323","1081","423","212","54","385","599","R"
"26","Boston College","33","16","17",".485","6.09","7.03","7","11","12","6","3","7","2215","2246","750","1701",".441","234","662",".353","481","676",".712","289","1036","404","184","86","376","519","R"
"27","Boston University","30","17","13",".567","-0.60","-3.93","11","5","9","3","7","9","2035","1935","739","1647",".449","240","648",".370","317","436",".727","255","962","408","223","53","374","504","R"
"28","Bowling Green State","32","13","19",".406","-3.32","-1.75","7","9","11","5","1","12","2010","2033","753","1795",".419","158","516",".306","346","484",".715","349","1095","385","236","136","410","515","R"
"29","Bradley","35","18","17",".514","1.25","1.97","7","11","14","4","4","10","2371","2396","876","2006",".437","185","580",".319","434","600",".723","373","1151","439","318","84","415","615","R"
"30","Brigham Young","36","24","12",".667","10.66","3.75","10","6","15","3","7","5","2777","2502","999","2188",".457","213","630",".338","566","777",".728","431","1396","575","291","89","432","678","R"
"31","Brown","28","13","15",".464","-6.33","-3.03","7","7","8","5","5","10","1748","1800","610","1490",".409","205","594",".345","323","512",".631","306","1002","349","185","103","396","471","R"
"32","Bryant","31","19","12",".613","-2.08","-4.72","12","6","11","5","8","7","2294","2212","812","1693",".480","217","610",".356","453","627",".722","303","1055","470","158","35","400","512","R"
"33","Bucknell","34","28","6",".824","6.95","-1.96","12","2","14","1","12","4","2277","1966","818","1807",".453","157","438",".358","484","652",".742","308","1230","455","118","139","320","498","R"
"34","Buffalo","34","14","20",".412","-1.94","-0.35","7","9","9","6","4","10","2275","2287","794","1767",".449","215","620",".347","472","671",".703","389","1207","510","188","156","525","632","R"
"35","Butler","36","27","9",".750","10.99","6.08","11","5","14","2","7","4","2495","2299","869","1931",".450","239","688",".347","518","744",".696","419","1320","465","206","94","474","644","R"
"36","Cal Poly","32","18","14",".563","-0.46","-0.62","12","6","13","1","4","12","2074","2020","719","1696",".424","227","606",".375","409","564",".725","336","1008","441","184","55","302","549","R"
"37","Cal State Bakersfield","30","14","16",".467","-6.44","-2.17","0","0","9","4","3","11","2041","2070","710","1697",".418","199","591",".337","422","603",".700","342","1021","380","221","56","424","610","R"
"38","Cal State Fullerton","32","14","18",".438","-2.97","-3.03","6","12","6","7","6","10","2451","2381","855","1819",".470","266","704",".378","475","627",".758","271","954","472","248","52","401","595","R"
"39","Cal State Northridge","31","14","17",".452","-3.89","-1.93","5","13","6","7","5","10","2333","2309","818","1876",".436","163","485",".336","534","729",".733","424","1140","474","262","91","423","605","R"
"40","California-Davis","31","14","17",".452","-3.50","-2.57","9","9","6","7","6","9","2210","2239","781","1651",".473","257","635",".405","391","544",".719","252","1027","458","144","87","434","533","R"
"41","California-Irvine","37","21","16",".568","0.17","-0.66","11","7","13","1","5","13","2558","2418","932","2151",".433","249","746",".334","445","669",".665","417","1427","580","181","159","461","651","R"
"42","California-Riverside","31","6","25",".194","-11.49","-1.71","3","15","5","9","1","14","1829","2062","688","1650",".417","146","505",".289","307","527",".583","347","1090","382","193","91","453","494","R"
"43","California-Santa Barbara","31","11","20",".355","-4.22","0.40","7","11","8","6","3","13","2003","2090","703","1676",".419","247","714",".346","350","506",".692","342","1078","457","165","137","447","556","R"
"44","California","33","21","12",".636","10.65","7.77","12","6","11","5","6","5","2218","2123","833","1875",".444","134","443",".302","418","585",".715","361","1228","468","192","154","417","549","R"
"45","Campbell","33","13","20",".394","-10.25","-5.55","7","9","8","8","4","9","2284","2395","855","1921",".445","135","440",".307","439","619",".709","381","1120","461","250","110","456","619","R"
"46","Canisius","34","20","14",".588","2.37","-0.99","11","7","12","4","8","9","2499","2385","857","1923",".446","313","811",".386","472","659",".716","400","1172","432","198","111","450","578","R"
"47","Central Arkansas","30","13","17",".433","-10.87","-6.12","7","11","8","7","5","8","2294","2359","856","1967",".435","214","608",".352","368","582",".632","416","1160","423","236","120","432","626","R"
"48","Central Connecticut State","30","13","17",".433","-8.24","-4.04","9","9","6","6","7","10","2186","2312","785","1832",".428","212","602",".352","404","552",".732","311","1037","378","225","130","378","484","R"
"49","Central Florida","31","20","11",".645","3.44","0.96","9","7","14","5","5","6","2194","2079","768","1695",".453","220","616",".357","438","680",".644","373","1134","431","233","141","427","436","R"
"50","Central Michigan","31","11","20",".355","-6.14","-1.21","4","12","6","6","2","13","2092","2226","680","1664",".409","250","754",".332","482","659",".731","330","979","404","208","65","402","514","R"
"51","Charleston Southern","32","19","13",".594","-2.07","-5.62","12","4","11","3","6","9","2361","2144","818","1937",".422","297","826",".360","428","605",".707","427","1254","395","235","87","394","507","R"
"52","Charlotte","33","21","12",".636","2.69","2.75","8","8","12","3","5","7","2229","2231","793","1804",".440","114","425",".268","529","809",".654","422","1243","387","246","103","505","651","R"
"53","Chattanooga","32","13","19",".406","-10.47","-4.97","8","10","8","9","4","9","2218","2318","762","1822",".418","167","561",".298","527","793",".665","420","1213","381","220","65","449","570","R"
"54","Chicago State","33","11","22",".333","-11.77","-4.91","3","5","8","5","2","16","2151","2276","779","1949",".400","231","692",".334","362","498",".727","369","1093","407","311","94","484","675","R"
"55","Cincinnati","34","22","12",".647","14.46","6.93","9","9","13","5","4","5","2262","2006","791","1963",".403","230","729",".316","450","696",".647","488","1351","415","240","208","432","605","R"
"56","Citadel","30","8","22",".267","-16.99","-5.45","5","13","5","8","3","12","1931","2195","681","1504",".453","176","488",".361","393","559",".703","283","912","452","212","69","465","456","R"
"57","Clemson","31","13","18",".419","5.82","4.44","5","13","8","7","3","9","1907","1864","697","1643",".424","157","496",".317","356","544",".654","330","1034","334","208","148","355","497","R"
"58","Cleveland State","32","14","18",".438","-7.34","-0.16","5","11","9","5","3","13","2051","2226","733","1734",".423","206","601",".343","379","535",".708","340","1002","389","233","95","452","627","R"
"59","Coastal Carolina","29","14","15",".483","-5.61","-5.22","9","7","12","4","2","11","1943","1840","714","1626",".439","130","419",".310","385","587",".656","401","1083","308","250","61","410","538","R"
"60","Colgate","32","11","21",".344","-8.73","-2.58","5","9","7","5","3","16","2033","2230","735","1760",".418","220","644",".342","343","485",".707","290","1129","412","148","91","422","561","R"
"61","College of Charleston","35","24","11",".686","0.17","-3.86","14","4","10","7","11","2","2297","2176","803","1819",".441","209","602",".347","482","703",".686","391","1301","392","149","150","467","502","R"
"62","Colorado State","35","26","9",".743","13.65","5.89","11","5","16","1","6","6","2553","2229","881","1961",".449","180","532",".338","611","855",".715","493","1400","445","162","74","389","600","R"
"63","Colorado","33","21","12",".636","11.95","7.95","10","8","12","3","5","7","2230","2098","775","1788",".433","178","517",".344","502","732",".686","379","1227","328","230","105","437","525","R"
"64","Columbia","28","12","16",".429","-3.25","-3.48","4","10","6","7","5","9","1746","1694","604","1435",".421","181","521",".347","357","479",".745","260","879","337","172","72","306","521","R"
"65","Connecticut","30","20","10",".667","11.88","7.42","10","8","13","3","4","5","2096","1962","727","1644",".442","191","561",".340","451","607",".743","276","993","410","224","136","367","486","R"
"66","Coppin State","32","8","24",".250","-12.65","-4.20","5","11","4","7","4","15","2035","2277","687","1878",".366","243","768",".316","418","601",".696","372","1061","328","250","57","472","577","R"
"67","Cornell","31","13","18",".419","-7.27","-2.37","5","9","4","10","7","8","2040","2168","732","1727",".424","208","609",".342","368","523",".704","308","1005","364","210","111","412","550","R"
"68","Creighton","36","28","8",".778","16.44","5.16","13","5","15","2","7","5","2680","2274","942","1882",".501","307","742",".414","489","644",".759","300","1263","609","174","92","443","588","R"
"69","Dartmouth","28","9","19",".321","-9.21","-3.17","5","9","6","7","3","12","1719","1844","598","1467",".408","159","472",".337","364","499",".729","274","876","297","195","71","379","530","R"
"70","Davidson","34","26","8",".765","7.27","-3.45","17","1","12","1","9","4","2490","2110","837","1813",".462","256","694",".369","560","704",".795","306","1145","473","189","101","371","601","R"
"71","Dayton","31","17","14",".548","9.36","4.27","7","9","13","4","2","8","2225","2067","786","1656",".475","182","474",".384","471","657",".717","342","1062","433","173","80","450","613","R"
"72","Delaware State","33","15","18",".455","-11.19","-5.90","8","8","8","3","5","12","1997","2094","709","1731",".410","183","621",".295","396","574",".690","367","1055","326","228","185","453","515","R"
"73","Delaware","33","19","14",".576","-0.78","-0.81","13","5","9","4","8","7","2276","2275","776","1833",".423","144","466",".309","580","769",".754","381","1242","319","178","150","418","556","R"
"74","Denver","32","22","10",".688","9.20","0.26","16","2","14","2","8","7","2076","1790","739","1540",".480","252","672",".375","346","481",".719","200","802","516","288","145","357","557","R"
"75","DePaul","32","11","21",".344","1.71","5.61","2","16","7","10","4","8","2284","2409","847","1951",".434","155","518",".299","435","618",".704","383","1095","440","265","133","457","612","R"
"76","Detroit Mercy","33","20","13",".606","6.71","1.62","12","4","13","2","7","10","2568","2340","908","1991",".456","234","685",".342","518","711",".729","374","1086","481","273","112","360","588","R"
"77","Drake","32","15","17",".469","3.43","5.14","7","11","9","6","4","7","2296","2319","775","1732",".447","279","720",".388","467","651",".717","257","1009","433","183","70","440","625","R"
"78","Drexel","31","13","18",".419","-1.08","-0.98","9","9","5","8","7","7","1953","1956","680","1651",".412","181","540",".335","412","553",".745","347","1054","363","158","58","366","579","R"
"79","Duke","36","30","6",".833","21.43","9.54","14","4","16","0","5","4","2778","2350","960","2033",".472","270","676",".399","588","796",".739","337","1208","515","232","135","383","645","R"
"80","Duquesne","30","8","22",".267","-4.54","3.50","1","15","6","9","2","12","2028","2269","714","1747",".409","244","722",".338","356","553",".644","348","1076","383","156","107","437","523","R"
"81","East Carolina","35","23","12",".657","2.56","0.81","9","7","17","4","6","7","2679","2484","922","2039",".452","274","784",".349","561","784",".716","375","1256","603","279","156","444","618","R"
"82","East Tennessee State","32","10","22",".313","-13.15","-2.25","8","10","5","8","5","10","1994","2284","708","1751",".404","208","637",".327","370","554",".668","312","986","323","203","71","423","512","R"
"83","Eastern Illinois","32","11","21",".344","-8.93","-5.09","6","10","5","9","4","11","1933","2055","691","1582",".437","192","548",".350","359","541",".664","302","953","420","207","67","413","529","R"
"84","Eastern Kentucky","35","25","10",".714","1.66","-3.92","12","4","15","1","9","8","2586","2303","888","1903",".467","307","865",".355","503","644",".781","307","963","522","310","76","414","679","R"
"85","Eastern Michigan","34","16","18",".471","-6.25","-1.25","7","9","13","5","2","12","1926","2011","702","1751",".401","165","500",".330","357","533",".670","402","1138","364","269","169","473","571","R"
"86","Eastern Washington","31","10","21",".323","-10.77","-5.48","7","13","7","7","2","13","2146","2310","751","1811",".415","264","775",".341","380","580",".655","342","1113","414","164","176","416","571","R"
"87","Elon","33","21","12",".636","-3.58","-5.19","13","5","12","3","8","8","2273","2144","814","1884",".432","258","749",".344","387","543",".713","303","1140","447","218","113","385","558","R"
"88","Evansville","36","21","15",".583","5.26","2.91","10","8","15","3","5","11","2490","2374","900","2056",".438","207","566",".366","483","652",".741","378","1208","574","213","106","405","635","R"
"89","Fairfield","35","19","16",".543","-0.55","-2.00","9","9","7","5","7","10","2122","2071","779","1843",".423","199","629",".316","365","533",".685","388","1167","445","248","134","471","690","R"
"90","Fairleigh Dickinson","31","7","24",".226","-18.00","-4.65","2","16","2","10","3","14","2034","2448","724","1675",".432","190","543",".350","396","590",".671","274","953","404","179","101","486","571","R"
"91","Florida A&M","31","8","23",".258","-16.14","-6.21","5","11","6","4","1","17","2015","2235","732","1849",".396","171","560",".305","380","606",".627","393","1091","340","256","103","485","608","R"
"92","Florida Atlantic","32","14","18",".438","-5.88","-2.49","9","11","11","4","3","13","2092","2164","732","1735",".422","195","541",".360","433","618",".701","363","1168","322","167","165","488","580","R"
"93","Florida Gulf Coast","37","26","11",".703","2.76","-2.07","13","5","15","1","6","9","2696","2469","976","2112",".462","247","722",".342","497","736",".675","412","1340","523","331","139","544","649","R"
"94","Florida International","32","18","14",".563","-2.08","-2.11","11","9","10","3","6","10","2210","2209","766","1794",".427","224","672",".333","454","642",".707","353","1045","369","299","87","484","603","R"
"95","Florida State","34","18","16",".529","5.67","7.23","9","9","10","8","3","7","2278","2331","780","1758",".444","196","563",".348","522","710",".735","322","1052","385","210","172","497","601","R"
"96","Florida","37","29","8",".784","23.86","6.83","14","4","15","0","7","5","2642","2012","960","2010",".478","300","794",".378","422","623",".677","394","1297","540","265","120","414","518","R"
"97","Fordham","31","7","24",".226","-6.90","4.59","3","13","4","7","1","15","1997","2353","718","1785",".402","168","540",".311","393","583",".674","416","1165","377","153","127","485","630","R"
"98","Fresno State","30","11","19",".367","3.31","6.56","5","11","6","8","5","10","1798","1829","610","1566",".390","182","523",".348","396","593",".668","319","969","275","216","104","348","582","R"
"99","Furman","31","7","24",".226","-17.46","-5.29","3","15","5","9","1","14","1869","2180","644","1580",".408","189","565",".335","392","568",".690","294","974","340","164","116","451","483","R"
"100","Gardner-Webb","34","21","13",".618","-3.22","-5.93","11","5","12","3","6","9","2236","2066","791","1871",".423","190","583",".326","464","649",".715","420","1204","438","267","90","459","584","R"
"101","George Mason","38","22","16",".579","2.01","-0.17","10","8","10","7","8","6","2587","2504","922","2112",".437","203","587",".346","540","745",".725","448","1322","473","280","103","516","773","R"
"102","George Washington","30","13","17",".433","4.22","3.49","7","9","7","7","5","9","1988","1966","732","1660",".441","84","301",".279","440","670",".657","401","1129","403","233","147","477","528","R"
"103","Georgetown","32","25","7",".781","15.84","7.59","14","4","16","1","6","3","2070","1806","737","1627",".453","189","536",".353","407","599",".679","297","1060","474","240","123","407","556","R"
"104","Georgia Southern","33","14","19",".424","-9.67","-5.02","7","11","7","6","5","11","2050","2148","721","1721",".419","185","542",".341","423","615",".688","341","1057","318","227","73","435","600","R"
"105","Georgia State","31","15","16",".484","-2.04","-2.40","10","8","9","7","6","9","2114","2075","739","1685",".439","219","611",".358","417","586",".712","302","985","362","240","127","358","532","R"
"106","Georgia Tech","31","16","15",".516","6.60","4.67","6","12","11","6","3","7","1993","1933","751","1791",".419","173","544",".318","318","501",".635","366","1155","394","182","129","399","517","R"
"107","Georgia","32","15","17",".469","5.31","6.09","9","9","12","6","3","8","1946","1971","636","1557",".408","188","526",".357","486","700",".694","333","1132","371","180","133","466","541","R"
"108","Gonzaga","35","32","3",".914","20.47","4.18","16","0","15","1","10","1","2696","2095","961","1934",".497","226","609",".371","548","777",".705","409","1310","530","277","96","393","551","R"
"109","Grambling","28","0","28",".000","-35.85","-9.17","0","18","0","9","0","18","1391","2138","519","1436","143","458",".312","210","358",".587","277","875","290","123","64","491","492",,"R"
"110","Green Bay","34","18","16",".529","1.67","-0.27","10","6","12","3","4","12","2247","2142","777","1772",".438","164","487",".337","529","705",".750","354","1193","455","201","162","454","587","R"
"111","Hampton","31","14","17",".452","-9.35","-7.84","11","5","7","7","7","8","1936","1983","678","1731",".392","135","513",".263","445","668",".666","394","1196","352","231","148","527","635","R"
"112","Hartford","31","17","14",".548","-5.84","-4.71","10","6","10","5","7","8","1863","1898","645","1578",".409","235","703",".334","338","485",".697","264","920","382","253","61","442","585","R"
"113","Harvard","30","20","10",".667","3.95","0.16","11","3","13","1","6","8","2049","1924","677","1425",".475","191","480",".398","504","697",".723","219","881","392","218","126","399","457","R"
"114","Hawaii","32","17","15",".531","-1.73","-2.37","10","8","12","7","4","7","2336","2305","836","1850",".452","195","569",".343","469","683",".687","397","1234","444","170","110","462","532","R"
"115","High Point","31","17","14",".548","-4.66","-7.25","12","4","10","5","6","8","2221","2052","823","1841",".447","138","442",".312","437","609",".718","396","1154","455","227","134","376","578","R"
"116","Hofstra","32","7","25",".219","-10.76","-1.92","4","14","6","9","1","14","1873","2132","658","1719",".383","141","486",".290","416","664",".627","408","1110","312","203","110","463","538","R"
"117","Holy Cross","30","12","18",".400","-6.14","-2.97","4","10","7","5","4","12","1834","1929","644","1555",".414","195","571",".342","351","466",".753","272","1002","366","116","105","372","513","R"
"118","Houston Baptist","31","14","17",".452","-15.17","-8.03","3","5","7","5","3","12","1982","2080","712","1720",".414","141","441",".320","417","628",".664","368","1116","349","215","86","534","613","R"
"119","Houston","33","20","13",".606","-0.30","-3.77","7","9","14","4","5","8","2578","2420","912","1965",".464","199","551",".361","555","782",".710","400","1276","500","221","127","433","599","R"
"120","Howard","31","7","24",".226","-14.42","-5.35","4","12","5","7","2","13","1615","1868","572","1567",".365","101","408",".248","370","558",".663","381","1053","275","196","102","461","538","R"
"121","Idaho State","30","6","24",".200","-12.98","-4.85","5","15","5","7","1","14","1710","1928","587","1444",".407","163","515",".317","373","548",".681","237","855","307","209","100","361","473","R"
"122","Idaho","30","12","18",".400","-2.19","0.33","7","11","6","8","6","8","2050","2079","715","1532",".467","192","522",".368","428","576",".743","294","1030","394","123","85","404","499","R"
"123","Illinois-Chicago","34","18","16",".529","-1.78","-0.69","7","9","12","4","4","10","2136","2134","720","1797",".401","222","656",".338","474","630",".752","329","1147","416","222","93","423","573","R"
"124","Illinois State","33","18","15",".545","9.63","3.72","8","10","11","5","5","8","2460","2265","871","1914",".455","242","697",".347","476","658",".723","342","1159","490","239","144","431","599","R"
"125","Illinois","36","23","13",".639","13.23","10.08","8","10","12","4","6","6","2465","2332","858","2084",".412","280","873",".321","469","646",".726","427","1215","365","245","142","411","648","R"
"126","Indiana State","33","18","15",".545","5.08","5.64","9","9","11","3","4","10","2159","2164","733","1709",".429","186","579",".321","507","717",".707","290","1111","390","185","107","427","583","R"
"127","Indiana","36","29","7",".806","24.90","8.38","14","4","17","2","7","2","2831","2236","951","1971",".482","257","637",".403","672","904",".743","438","1378","514","256","130","468","598","R"
"128","Iona","34","20","14",".588","4.04","-0.02","11","7","11","1","5","9","2733","2595","956","2106",".454","283","771",".367","538","689",".781","395","1229","523","222","101","420","582","R"
"129","Iowa State","35","23","12",".657","14.50","6.13","11","7","16","1","4","7","2779","2486","962","2111",".456","346","924",".374","509","696",".731","422","1341","560","223","97","460","593","R"
"130","Iowa","38","25","13",".658","14.22","6.93","9","9","18","2","3","8","2665","2388","903","2156",".419","204","668",".305","655","896",".731","499","1484","573","263","183","476","648","R"
"131","IPFW","33","16","17",".485","-7.00","-5.32","7","9","10","4","4","10","2213","2178","777","1771",".439","222","620",".358","437","681",".642","346","1118","413","250","87","449","583","R"
"132","IUPUI","32","6","26",".188","-15.93","-2.79","1","15","3","8","1","13","2096","2451","790","1785",".443","222","621",".357","294","439",".670","249","930","420","177","75","406","506","R"
"133","Jackson State","29","11","18",".379","-14.80","-9.52","9","9","6","3","4","14","1920","2073","647","1659",".390","181","580",".312","445","637",".699","290","922","275","241","65","369","568","R"
"134","Jacksonville State","28","17","11",".607","-4.48","-4.29","8","8","9","3","6","8","1857","1817","637","1433",".445","159","450",".353","424","625",".678","292","805","363","237","116","365","472","R"
"135","Jacksonville","32","14","18",".438","-10.47","-4.74","9","9","10","3","3","13","2181","2300","774","1831",".423","166","512",".324","467","664",".703","384","1154","414","215","104","488","615","R"
"136","James Madison","36","21","15",".583","-1.73","-2.28","11","7","10","4","4","9","2346","2326","818","1941",".421","211","628",".336","499","714",".699","365","1179","423","272","166","401","620","R"
"137","Kansas State","35","27","8",".771","13.53","6.53","14","4","15","1","7","3","2414","2115","872","2002",".436","238","658",".362","432","631",".685","470","1235","557","247","129","403","631","R"
"138","Kansas","37","31","6",".838","20.79","7.54","14","4","16","1","7","3","2782","2292","985","2049",".481","216","594",".364","596","809",".737","399","1450","575","260","247","517","620","R"
"139","Kennesaw State","30","3","27",".100","-15.40","-4.76","2","16","2","10","1","15","1831","2150","644","1609",".400","152","502",".303","391","601",".651","328","913","312","211","50","414","603","R"
"140","Kent State","35","21","14",".600","2.38","-0.83","9","7","12","6","8","7","2484","2373","823","1921",".428","241","669",".360","597","842",".709","427","1240","402","235","93","447","684","R"
"141","Kentucky","33","21","12",".636","13.94","5.78","12","6","16","2","4","8","2396","2127","863","1815",".475","184","532",".346","486","757",".642","379","1249","441","185","217","430","566","R"
"142","La Salle","34","24","10",".706","10.14","4.46","11","5","13","2","8","6","2450","2257","871","1931",".451","262","695",".377","446","605",".737","332","1062","481","263","119","390","520","R"
"143","Lafayette","34","19","15",".559","-3.00","-2.36","10","4","14","3","5","12","2349","2346","842","1842",".457","276","718",".384","389","516",".754","270","1014","486","231","107","424","530","R"
"144","Lamar","31","3","28",".097","-20.55","-3.26","1","17","1","10","1","17","1862","2398","710","1741",".408","57","188",".303","385","548",".703","359","1138","353","133","128","564","508","R"
"145","Lehigh","31","21","10",".677","3.95","-3.01","10","4","11","3","9","7","2266","2022","788","1705",".462","235","600",".392","455","617",".737","272","1016","453","219","105","339","478","R"
"146","Liberty","36","15","21",".417","-9.13","-5.80","6","10","8","7","4","11","2489","2519","838","1954",".429","251","669",".375","562","770",".730","367","1279","443","197","105","479","685","R"
"147","Lipscomb","30","12","18",".400","-11.70","-3.45","7","11","8","6","4","11","2079","2300","717","1690",".424","159","497",".320","486","753",".645","401","1146","345","209","52","504","657","R"
"148","Long Beach State","33","19","14",".576","-1.18","1.92","14","4","11","3","7","10","2291","2360","811","1836",".442","223","656",".340","446","675",".661","374","1151","398","214","114","485","570","R"
"149","Long Island University","34","20","14",".588","-3.21","-5.80","12","6","12","2","7","9","2677","2589","915","1909",".479","246","647",".380","601","870",".691","405","1203","515","232","117","486","597","R"
"150","Longwood","33","8","25",".242","-19.36","-5.10","4","12","4","9","2","14","2270","2687","841","1898",".443","167","524",".319","421","593",".710","341","1097","459","226","96","548","592","R"
"151","Louisiana-Lafayette","33","13","20",".394","-4.92","-2.23","8","12","10","5","2","14","2337","2413","827","1935",".427","226","663",".341","457","681",".671","354","1128","367","235","121","466","622","R"
"152","Louisiana-Monroe","27","4","23",".148","-13.97","-1.45","3","17","3","9","1","13","1621","1959","602","1409",".427","161","462",".348","256","444",".577","245","798","367","194","36","439","498","R"
"153","Louisiana State","31","19","12",".613","5.82","4.01","9","9","14","3","4","8","2194","2138","788","1839",".428","234","658",".356","384","614",".625","402","1150","442","282","119","444","584","R"
"154","Louisiana Tech","34","27","7",".794","5.48","-2.06","16","2","14","0","11","6","2470","2151","857","2092",".410","253","787",".321","503","722",".697","465","1303","454","309","168","421","624","R"
"155","Louisville","40","35","5",".875","24.81","9.13","14","4","15","1","8","3","2978","2351","1048","2300",".456","230","691",".333","652","920",".709","531","1471","584","430","168","495","727","R"
"156","Loyola (IL)","31","15","16",".484","-1.03","-2.30","5","11","8","6","6","9","1995","1934","708","1586",".446","184","505",".364","395","550",".718","296","1030","430","157","83","408","480","R"
"157","Loyola Marymount","34","11","23",".324","-3.04","2.86","1","15","5","9","2","12","2202","2338","769","1915",".402","198","599",".331","466","663",".703","416","1196","367","246","83","450","629","R"
"158","Loyola (MD)","35","23","12",".657","1.33","-2.10","12","6","13","3","7","8","2341","2221","826","1919",".430","147","492",".299","542","786",".690","441","1209","422","250","155","418","648","R"
"159","Maine","30","11","19",".367","-9.57","-4.12","6","10","8","4","3","15","1988","2091","733","1688",".434","156","530",".294","366","559",".655","326","1118","384","209","123","450","547","R"
"160","Manhattan","32","14","18",".438","-1.97","-0.38","9","9","7","4","5","11","1865","1916","614","1506",".408","181","538",".336","456","689",".662","328","1027","341","212","134","516","674","R"
"161","Marist","31","10","21",".323","-6.34","-1.63","6","12","6","7","3","11","2045","2191","710","1670",".425","197","569",".346","428","661",".648","293","1018","396","194","128","443","530","R"
