"Rk","School","G","W","L","W-L%","SRS","SOS","W","L","W","L","W","L","Tm.","Opp.","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","season"
"162","Marquette","35","26","9",".743","14.04","8.58","14","4","16","0","5","6","2382","2191","842","1844",".457","147","497",".296","551","755",".730","417","1240","483","231","123","470","590","R"
"163","Marshall","32","13","19",".406","-3.62","0.93","6","10","11","4","1","11","2208","2327","767","1796",".427","198","646",".307","476","796",".598","460","1214","448","207","145","506","617","R"
"164","Maryland-Baltimore County","31","8","23",".258","-12.50","-3.70","5","11","6","8","1","14","1970","2216","718","1763",".407","206","611",".337","328","520",".631","335","1030","368","223","69","455","625","R"
"165","Maryland-Eastern Shore","28","2","26",".071","-19.61","-5.11","2","14","2","6","0","15","1535","1941","538","1507",".357","123","452",".272","336","532",".632","370","944","261","187","72","429","462","R"
"166","Maryland","38","25","13",".658","11.37","4.66","8","10","18","3","4","7","2688","2433","986","2124",".464","219","646",".339","497","732",".679","464","1534","551","195","166","569","633","R"
"167","Massachusetts","33","21","12",".636","5.82","4.55","9","7","10","5","8","4","2408","2366","838","1932",".434","235","699",".336","497","691",".719","383","1217","482","248","172","476","632","R"
"168","McNeese State","31","14","17",".452","-11.49","-4.63","7","11","9","5","4","11","2055","2172","771","1847",".417","160","485",".330","353","549",".643","379","1089","380","242","149","373","532","R"
"169","Memphis","36","31","5",".861","12.26","2.70","16","0","17","1","9","1","2681","2337","976","2071",".471","220","592",".372","509","771",".660","439","1350","605","321","231","523","651","R"
"170","Mercer","36","24","12",".667","0.69","-4.08","14","4","13","0","9","8","2371","2135","807","1856",".435","265","746",".355","492","653",".753","342","1159","516","239","145","454","644","R"
"171","Miami (FL)","36","29","7",".806","16.99","7.88","15","3","14","1","10","3","2509","2181","895","1968",".455","254","701",".362","465","680",".684","369","1287","408","223","159","385","525","R"
"172","Miami (OH)","31","9","22",".290","-6.62","-0.26","3","13","5","8","4","13","1954","2128","687","1598",".430","178","537",".331","402","591",".680","279","910","379","258","74","441","558","R"
"173","Michigan State","36","27","9",".750","18.64","10.55","13","5","17","1","6","5","2448","2129","882","1921",".459","177","523",".338","507","710",".714","421","1361","474","289","140","489","579","R"
"174","Michigan","39","31","8",".795","21.28","10.05","12","6","17","1","5","5","2932","2467","1093","2260",".484","296","769",".385","450","642",".701","416","1366","565","239","108","368","496","R"
"175","Middle Tennessee","34","28","6",".824","11.16","-1.52","19","1","15","0","11","3","2405","1974","848","1835",".462","181","480",".377","528","759",".696","407","1243","481","238","128","464","700","R"
"176","Milwaukee","32","8","24",".250","-10.33","-0.26","3","13","7","7","1","15","2007","2264","675","1741",".388","223","708",".315","432","632",".684","341","1064","350","172","114","453","523","R"
"177","Minnesota","34","21","13",".618","16.83","10.31","8","10","15","2","3","8","2337","2115","815","1838",".443","184","546",".337","523","764",".685","501","1308","503","253","187","467","605","R"
"178","Mississippi State","32","10","22",".313","-4.54","4.34","4","14","7","7","1","11","1940","2224","670","1672",".401","151","531",".284","449","683",".657","343","1065","321","257","124","545","519","R"
"179","Mississippi Valley State","28","5","23",".179","-19.13","-8.28","5","13","4","5","1","16","1765","2069","593","1604",".370","169","557",".303","410","633",".648","346","946","271","198","71","427","564","R"
"180","Mississippi","36","27","9",".750","14.42","4.14","12","6","16","1","6","6","2779","2409","977","2230",".438","238","735",".324","587","866",".678","475","1400","450","297","185","409","606","R"
"181","Missouri-Kansas City","32","8","24",".250","-13.61","-2.74","5","11","3","11","4","11","1950","2252","703","1667",".422","199","585",".340","345","512",".674","310","983","315","189","97","482","595","R"
"182","Missouri State","33","11","22",".333","-2.80","4.65","7","11","8","7","2","12","1966","2136","698","1721",".406","179","602",".297","391","584",".670","297","980","334","156","46","336","584","R"
"183","Missouri","34","23","11",".676","15.41","6.00","11","7","17","0","2","8","2588","2268","924","2015",".459","215","635",".339","525","706",".744","454","1385","472","229","119","442","567","R"
"184","Monmouth","31","10","21",".323","-12.02","-4.19","5","13","5","8","3","13","2009","2252","715","1800",".397","169","545",".310","410","581",".706","350","1012","377","273","46","460","631","R"
"185","Montana State","30","13","17",".433","-10.90","-6.69","10","10","10","6","3","10","2118","2181","733","1717",".427","202","599",".337","450","626",".719","324","965","339","238","51","353","536","R"
"186","Montana","32","25","7",".781","-1.11","-4.21","19","1","15","1","10","4","2238","2096","760","1635",".465","219","589",".372","499","651",".767","248","999","405","187","100","391","543","R"
"187","Morehead State","33","15","18",".455","-5.36","-1.81","8","8","10","5","3","12","2396","2408","842","1934",".435","201","626",".321","511","739",".691","480","1224","489","295","96","573","815","R"
"188","Morgan State","32","17","15",".531","-5.39","-7.51","10","6","5","4","8","9","2162","2094","806","1807",".446","133","456",".292","417","708",".589","445","1189","410","206","170","487","568","R"
"189","Mount St. Mary's","32","18","14",".563","-5.85","-4.10","11","7","10","2","8","12","2233","2289","778","1813",".429","274","811",".338","403","578",".697","319","937","389","269","67","398","623","R"
"190","Murray State","31","21","10",".677","1.21","-2.89","10","6","10","4","8","4","2257","2071","776","1716",".452","243","701",".347","462","669",".691","356","1112","397","210","103","433","536","R"
"191","Navy","31","8","23",".258","-11.31","-4.44","2","12","5","9","2","13","1709","1888","628","1605",".391","172","528",".326","281","448",".627","280","921","364","183","68","348","525","R"
"192","Nebraska-Omaha","31","11","20",".355","-15.18","-3.90","6","10","7","6","3","13","2215","2548","826","1786",".462","189","528",".358","374","536",".698","262","935","409","205","86","453","527","R"
"193","Nebraska","33","15","18",".455","4.40","9.59","5","13","11","7","2","9","1923","2094","708","1741",".407","165","537",".307","342","494",".692","293","1041","325","167","103","352","571","R"
"194","Nevada-Las Vegas","35","25","10",".714","12.92","5.71","10","6","17","2","6","6","2498","2206","872","2002",".436","227","689",".329","525","747",".703","418","1406","562","253","203","487","593","R"
"195","Nevada","31","12","19",".387","0.45","5.35","3","13","10","7","2","11","2092","2229","703","1671",".421","183","595",".308","503","690",".729","310","1028","351","172","99","396","590","R"
"196","New Hampshire","29","9","20",".310","-8.26","-4.19","5","11","6","6","3","13","1745","1819","609","1566",".389","179","581",".308","348","545",".639","298","1009","304","169","82","351","498","R"
"197","New Mexico State","35","24","11",".686","5.11","0.70","14","4","15","1","6","8","2355","2175","832","1828",".455","137","438",".313","554","845",".656","429","1320","401","198","193","506","525","R"
"198","New Mexico","35","29","6",".829","13.28","6.63","13","3","15","1","8","4","2355","2122","768","1815",".423","221","629",".351","598","829",".721","335","1232","505","220","134","402","542","R"
"199","New Orleans","26","8","18",".308","-21.26","-6.12","0","0","8","4","0","13","1791","1958","666","1513",".440","91","316",".288","368","557",".661","293","909","359","224","75","461","531","R"
"200","Niagara","33","19","14",".576","0.58","-1.15","13","5","11","4","7","8","2436","2379","837","1982",".422","241","738",".327","521","754",".691","412","1166","424","262","89","379","653","R"
"201","Nicholls State","30","9","21",".300","-10.54","-4.97","8","10","5","5","4","13","2020","2187","713","1627",".438","159","521",".305","435","651",".668","313","949","377","190","66","414","564","R"
"202","NJIT","29","16","13",".552","-8.33","-9.01","6","2","12","3","4","9","2042","1869","702","1667",".421","183","495",".370","455","678",".671","380","1137","374","253","147","424","567","R"
"203","Norfolk State","33","21","12",".636","-5.77","-6.56","16","0","11","0","10","9","2188","2162","769","1850",".416","172","529",".325","478","740",".646","407","1192","392","242","151","481","617","R"
"204","North Carolina-Asheville","32","16","16",".500","-3.67","-3.98","10","6","10","4","6","8","2296","2213","824","1831",".450","155","468",".331","493","690",".714","385","1163","457","261","169","465","518","R"
"205","North Carolina A&T","37","20","17",".541","-6.94","-6.30","8","8","9","3","5","12","2299","2291","776","1927",".403","215","707",".304","532","809",".658","387","1293","405","261","165","564","716","R"
"206","North Carolina Central","31","22","9",".710","-2.23","-7.05","15","1","12","2","9","5","2079","1758","706","1536",".460","168","483",".348","499","680",".734","284","1014","436","236","90","444","548","R"
"207","North Carolina-Greensboro","31","9","22",".290","-9.42","-5.31","6","12","6","9","2","12","2222","2286","788","1886",".418","227","665",".341","419","623",".673","350","1123","374","227","50","393","676","R"
"208","North Carolina State","35","24","11",".686","14.32","7.17","11","7","16","1","3","7","2708","2458","985","1987",".496","184","471",".391","554","813",".681","396","1286","511","227","147","433","544","R"
"209","North Carolina-Wilmington","30","10","20",".333","-10.09","-2.27","5","13","9","5","1","15","1899","2111","679","1627",".417","160","475",".337","381","593",".642","339","1022","338","184","126","427","535","R"
"210","North Carolina","36","25","11",".694","14.52","8.01","12","6","14","2","7","6","2762","2492","1023","2321",".441","272","723",".376","442","655",".675","488","1387","616","303","117","442","539","R"
"211","North Dakota State","34","24","10",".706","5.21","-4.01","12","4","12","1","7","8","2282","1908","838","1789",".468","234","654",".358","372","515",".722","315","1164","426","196","144","375","542","R"
"212","North Dakota","33","16","17",".485","-8.53","-5.34","12","8","9","5","6","11","2222","2243","776","1833",".423","207","603",".343","463","651",".711","348","1125","385","258","123","421","544","R"
"213","North Florida","32","13","19",".406","-7.35","-3.22","8","10","7","4","4","14","2121","2235","763","1746",".437","250","726",".344","343","519",".661","330","1039","441","195","119","469","562","R"
"214","North Texas","32","12","20",".375","-6.39","-2.73","7","13","8","7","2","11","2117","2201","740","1793",".413","113","397",".285","524","740",".708","393","1187","325","197","153","444","558","R"
"215","Northeastern","33","20","13",".606","-1.35","-1.93","14","4","7","8","10","3","2273","2254","768","1733",".443","231","622",".371","506","672",".753","328","990","453","259","83","426","505","R"
"216","Northern Arizona","32","11","21",".344","-12.02","-3.55","8","12","6","6","4","13","2140","2411","788","1805",".437","181","554",".327","383","567",".675","305","1040","434","229","77","458","558","R"
"217","Northern Colorado","31","13","18",".419","-7.64","-5.19","10","10","8","5","4","13","2184","2181","796","1718",".463","211","560",".377","381","565",".674","330","1056","405","207","71","407","551","R"
"218","Northern Illinois","30","5","25",".167","-12.00","-2.20","3","13","3","11","2","14","1619","1885","561","1565",".358","136","493",".276","361","553",".653","371","1004","254","213","51","434","612","R"
"219","Northern Iowa","36","21","15",".583","8.60","5.23","11","7","16","4","5","6","2400","2229","828","1869",".443","280","762",".367","464","613",".757","281","1148","442","223","88","432","527","R"
"220","Northern Kentucky","27","11","16",".407","-7.82","-5.42","9","9","5","4","6","9","1582","1647","553","1363",".406","204","617",".331","272","387",".703","220","774","340","165","52","308","427","R"
"221","Northwestern State","32","23","9",".719","0.41","-3.77","15","3","13","1","8","7","2559","2285","919","2007",".458","189","603",".313","532","775",".686","434","1245","489","307","151","448","619","R"
"222","Northwestern","32","13","19",".406","5.36","8.30","4","14","8","11","3","7","1943","2037","661","1648",".401","242","710",".341","379","558",".679","282","981","467","180","102","342","532","R"
"223","Notre Dame","35","25","10",".714","13.74","7.22","11","7","17","2","4","5","2450","2222","892","1929",".462","228","617",".370","438","618",".709","387","1267","587","175","132","393","495","R"
"224","Oakland","33","16","17",".485","-4.39","-1.61","10","6","10","2","5","14","2444","2485","823","1886",".436","239","673",".355","559","790",".708","371","1078","433","272","39","399","621","R"
"225","Ohio State","37","29","8",".784","20.19","9.32","13","5","16","2","5","5","2599","2197","928","2057",".451","227","638",".356","516","729",".708","390","1306","493","248","162","386","590","R"
"226","Ohio","34","24","10",".706","6.94","-1.06","14","2","16","2","7","7","2464","2192","889","1908",".466","268","764",".351","418","598",".699","305","1062","594","303","120","430","669","R"
"227","Oklahoma State","33","24","9",".727","15.57","6.73","13","5","15","2","5","5","2371","2079","814","1854",".439","183","580",".316","560","751",".746","354","1197","398","248","155","411","598","R"
"228","Oklahoma","32","20","12",".625","11.40","7.09","12","7","12","2","5","7","2260","2122","803","1847",".435","159","493",".323","495","654",".757","377","1168","394","206","89","376","557","R"
"229","Old Dominion","30","5","25",".167","-7.59","-1.55","3","15","2","15","2","10","1947","2128","707","1727",".409","138","506",".273","395","598",".661","438","1108","376","215","141","411","577","R"
"230","Oral Roberts","35","20","15",".571","-0.23","-3.00","13","5","10","4","9","8","2484","2341","890","1931",".461","165","467",".353","539","730",".738","413","1256","442","218","133","483","578","R"
"231","Oregon State","32","14","18",".438","6.04","4.29","4","14","9","8","3","7","2304","2248","829","1855",".447","186","511",".364","460","687",".670","396","1185","457","202","147","432","509","R"
"232","Oregon","37","28","9",".757","13.82","5.77","12","6","17","2","6","5","2650","2352","944","2110",".447","192","577",".333","570","809",".705","451","1389","484","314","146","555","651","R"
"233","Pacific","35","22","13",".629","1.96","1.05","13","5","13","2","4","9","2344","2238","824","1839",".448","225","590",".381","471","684",".689","333","1128","510","194","46","390","621","R"
"234","Penn State","31","10","21",".323","2.85","9.46","2","16","8","9","1","9","1910","2115","661","1672",".395","156","527",".296","432","621",".696","341","1082","305","164","100","381","679","R"
"235","Pennsylvania","31","9","22",".290","-6.97","-1.48","6","8","5","7","4","12","1947","2117","689","1620",".425","169","493",".343","400","558",".717","272","974","418","201","80","495","644","R"
"236","Pepperdine","30","12","18",".400","-3.73","1.06","4","12","6","7","5","10","1883","2021","673","1551",".434","165","463",".356","372","529",".703","309","1027","360","169","66","442","515","R"
"237","Pittsburgh","33","24","9",".727","18.82","5.63","12","6","16","3","6","3","2282","1847","837","1775",".472","163","467",".349","445","666",".668","425","1163","537","218","131","364","575","R"
"238","Portland State","28","8","20",".286","-10.84","-5.54","5","15","8","6","0","14","1929","2037","701","1542",".455","151","401",".377","376","506",".743","280","871","368","153","66","335","462","R"
"239","Portland","32","11","21",".344","-5.79","3.28","4","12","8","8","2","11","1951","2189","701","1709",".410","141","448",".315","408","603",".677","369","1124","386","188","124","479","563","R"
"240","Prairie View","34","15","19",".441","-15.61","-10.10","8","10","9","4","3","13","2182","2223","822","2065",".398","129","494",".261","409","665",".615","530","1372","370","261","112","509","690","R"
"241","Presbyterian","32","8","24",".250","-17.47","-4.71","4","12","7","6","1","15","1987","2248","739","1640",".451","192","554",".347","317","421",".753","218","912","382","145","57","418","490","R"
"242","Princeton","28","17","11",".607","3.16","-1.65","10","4","9","4","8","6","1803","1635","633","1369",".462","188","476",".395","349","483",".723","251","867","405","178","85","344","453","R"
"243","Providence","34","19","15",".559","9.28","6.55","9","9","14","4","4","8","2299","2206","801","1947",".411","186","600",".310","511","728",".702","471","1289","485","211","110","431","582","R"
"244","Purdue","34","16","18",".471","9.04","7.87","8","10","12","7","4","7","2252","2212","838","1968",".426","145","453",".320","431","660",".653","459","1325","468","168","153","427","606","R"
"245","Quinnipiac","31","15","16",".484","-4.75","-4.91","11","7","8","6","6","8","2225","2220","789","1844",".428","137","409",".335","510","758",".673","494","1306","389","128","115","432","609","R"
"246","Radford","32","13","19",".406","-10.87","-7.32","7","9","8","5","4","12","2136","2179","750","1888",".397","194","617",".314","442","682",".648","425","1173","382","274","116","432","612","R"
"247","Rhode Island","29","8","21",".276","-0.60","4.95","3","13","5","10","3","9","1786","1947","616","1539",".400","183","568",".322","371","553",".671","292","927","316","161","117","350","561","R"
"248","Rice","31","5","26",".161","-11.12","0.01","1","15","5","11","0","11","1875","2199","644","1621",".397","229","697",".329","358","493",".726","209","799","351","204","32","346","583","R"
"249","Richmond","34","19","15",".559","6.90","3.43","8","8","15","2","4","11","2380","2262","776","1748",".444","282","747",".378","546","756",".722","295","980","436","248","131","413","666","R"
"250","Rider","34","19","15",".559","-1.22","-1.66","12","6","9","5","8","9","2166","2151","748","1733",".432","207","600",".345","463","683",".678","340","1149","344","226","148","525","621","R"
"251","Robert Morris","35","24","11",".686","0.24","-4.90","14","4","13","3","10","7","2480","2300","825","1912",".431","300","788",".381","530","708",".749","367","1101","491","313","92","448","685","R"
"252","Rutgers","31","15","16",".484","5.97","6.77","5","13","9","7","4","8","2027","2052","747","1689",".442","150","420",".357","383","548",".699","368","1061","390","216","113","428","603","R"
"253","Sacramento State","29","14","15",".483","-9.40","-6.77","8","12","10","4","4","11","1876","1904","640","1546",".414","160","474",".338","436","599",".728","304","982","358","151","71","325","464","R"
"254","Sacred Heart","29","9","20",".310","-9.76","-3.69","7","11","5","7","3","13","2036","2212","729","1656",".440","193","549",".352","385","533",".722","333","1000","388","182","104","441","534","R"
"255","Saint Francis (PA)","29","5","24",".172","-15.16","-4.37","5","13","3","10","2","14","1804","2117","633","1527",".415","207","594",".348","331","482",".687","267","863","364","161","62","419","537","R"
"256","Saint Joseph's","32","18","14",".563","7.31","4.03","8","8","11","4","5","8","2150","2045","746","1702",".438","229","669",".342","429","616",".696","332","1118","450","165","183","381","419","R"
"257","Saint Louis","35","28","7",".800","14.33","4.28","13","3","17","2","6","3","2388","2036","808","1812",".446","210","617",".340","562","798",".704","314","1144","453","267","109","400","603","R"
"258","Saint Mary's (CA)","35","28","7",".800","14.51","3.31","14","2","16","1","9","2","2610","2203","910","1939",".469","273","728",".375","517","713",".725","422","1295","502","214","98","416","612","R"
"259","Saint Peter's","30","9","21",".300","-9.05","-2.92","3","15","5","8","4","11","1788","1972","674","1633",".413","147","438",".336","293","495",".592","322","945","340","209","105","387","567","R"
"260","Sam Houston State","34","17","17",".500","-6.45","-5.16","8","10","9","6","6","10","2168","2080","740","1918",".386","224","678",".330","464","707",".656","453","1273","472","239","77","449","719","R"
"261","Samford","32","11","21",".344","-10.05","-4.38","9","9","7","6","4","12","1957","2114","711","1601",".444","203","562",".361","332","502",".661","266","921","402","206","81","422","537","R"
"262","San Diego State","34","23","11",".676","13.01","6.19","9","7","14","1","4","6","2356","2077","839","1916",".438","202","618",".327","476","697",".683","376","1253","425","235","155","410","497","R"
"263","San Diego","34","16","18",".471","-0.55","2.60","7","9","10","5","4","9","2215","2260","782","1796",".435","203","582",".349","448","663",".676","353","1099","392","205","131","458","580","R"
"264","San Francisco","31","15","16",".484","2.42","2.83","7","9","8","7","6","5","2161","2141","756","1669",".453","249","621",".401","400","600",".667","253","1007","382","169","63","375","548","R"
"265","San Jose State","29","9","20",".310","-9.39","-0.92","3","14","5","9","4","9","1802","1999","629","1669",".377","147","490",".300","397","605",".656","379","1064","317","175","96","401","514","R"
"266","Santa Clara","38","26","12",".684","6.58","1.72","9","7","15","5","10","6","2827","2577","970","2195",".442","303","840",".361","584","803",".727","448","1315","560","301","173","468","747","R"
"267","Savannah State","34","19","15",".559","-5.41","-4.73","11","5","11","3","7","11","1931","1887","710","1691",".420","131","445",".294","380","615",".618","391","1154","348","307","138","586","628","R"
"268","Seattle","30","8","22",".267","-4.53","-1.05","3","15","5","11","3","9","1966","2058","734","1750",".419","181","557",".325","317","507",".625","409","1201","420","231","89","546","588","R"
"269","Seton Hall","33","15","18",".455","5.54","5.96","3","15","10","7","2","9","2136","2150","744","1704",".437","261","711",".367","387","588",".658","331","1106","461","225","86","514","624","R"
"270","Siena","32","8","24",".250","-10.25","-1.87","4","14","4","10","2","12","1921","2189","659","1631",".404","185","549",".337","418","622",".672","349","1082","331","180","88","490","501","R"
"271","South Alabama","30","17","13",".567","-2.89","-2.96","14","6","10","3","7","7","2060","2040","679","1655",".410","171","528",".324","531","741",".717","396","1131","322","199","150","475","563","R"
"272","South Carolina State","30","6","24",".200","-18.17","-5.10","2","14","5","8","1","15","1808","2135","678","1731",".392","137","485",".282","315","487",".647","413","1087","363","181","119","449","518","R"
"273","South Carolina Upstate","33","16","17",".485","-3.59","-4.79","9","9","9","4","5","11","2315","2194","843","1896",".445","213","614",".347","416","640",".650","424","1205","513","233","131","445","547","R"
"274","South Carolina","32","14","18",".438","-0.71","2.11","4","14","10","8","1","9","2115","2205","743","1802",".412","192","598",".321","437","635",".688","436","1138","392","164","111","490","641","R"
"275","South Dakota State","35","25","10",".714","2.36","-3.27","13","3","13","0","7","9","2568","2300","910","1938",".470","270","694",".389","478","627",".762","331","1211","506","175","78","365","492","R"
"276","South Dakota","30","10","20",".333","-7.50","-2.92","5","11","5","7","4","11","2113","2208","721","1607",".449","208","560",".371","463","593",".781","234","936","375","184","84","363","437","R"
"277","South Florida","31","12","19",".387","4.28","7.70","3","15","10","8","2","10","1822","1928","647","1665",".389","190","608",".313","338","487",".694","331","1012","351","193","104","338","483","R"
"278","Southeast Missouri State","33","17","16",".515","-5.51","-6.06","8","8","9","5","7","8","2446","2360","880","1876",".469","256","644",".398","430","614",".700","308","1220","522","173","159","423","605","R"
"279","Southeastern Louisiana","31","13","18",".419","-10.65","-3.76","10","8","9","3","3","14","1965","2113","690","1686",".409","183","512",".357","402","607",".662","300","1033","303","147","93","398","591","R"
"280","Southern California","32","14","18",".438","6.31","8.25","9","9","10","6","3","9","2101","2163","778","1826",".426","166","486",".342","379","547",".693","328","1130","403","181","162","426","580","R"
"281","SIU Edwardsville","27","9","18",".333","-11.19","-4.67","5","11","8","5","1","13","1699","1827","609","1428",".426","159","438",".363","322","481",".669","260","855","340","148","58","388","478","R"
"282","Southern Illinois","31","14","17",".452","-0.82","2.28","6","12","9","4","4","11","1964","2019","733","1645",".446","139","434",".320","359","559",".642","325","931","321","250","68","377","543","R"
"283","Southern Methodist","32","15","17",".469","-0.59","-1.33","5","11","7","7","6","7","2064","2007","729","1624",".449","113","328",".345","493","662",".745","341","1082","383","220","132","462","559","R"
"284","Southern Mississippi","37","27","10",".730","8.95","1.49","12","4","14","2","9","6","2733","2348","985","2058",".479","245","645",".380","518","746",".694","471","1322","551","356","101","545","705","R"
"285","Southern Utah","31","11","20",".355","-12.04","-5.00","8","12","9","5","2","12","2066","2230","718","1768",".406","162","503",".322","468","646",".724","375","1166","378","154","154","473","724","R"
"286","Southern","33","23","10",".697","-2.61","-10.31","15","3","12","0","8","8","2223","1890","761","1757",".433","226","619",".365","475","689",".689","283","1152","376","244","134","359","562","R"
"287","St. Bonaventure","29","14","15",".483","3.44","2.71","7","9","8","6","5","9","2109","2088","708","1579",".448","212","566",".375","481","630",".763","308","941","415","188","84","393","570","R"
"288","St. Francis (NY)","30","12","18",".400","-5.92","-4.75","8","10","6","6","6","10","2108","2143","763","1789",".426","206","628",".328","376","565",".665","387","1055","387","196","69","370","566","R"
"289","St. John's (NY)","33","17","16",".515","5.80","7.16","8","10","11","5","5","8","2138","2183","825","1989",".415","120","443",".271","368","575",".640","388","1201","404","220","241","376","548","R"
"290","Stanford","34","19","15",".559","11.40","7.37","9","9","12","5","5","7","2397","2260","832","2002",".416","237","660",".359","496","668",".743","397","1235","413","200","137","402","589","R"
"291","Stephen F. Austin","32","27","5",".844","4.25","-6.64","16","2","15","0","11","4","2075","1639","772","1649",".468","134","413",".324","397","651",".610","359","1149","495","251","121","404","494","R"
"292","Stetson","31","15","16",".484","-6.45","-4.45","11","7","8","6","6","9","2180","2218","768","1683",".456","230","662",".347","414","587",".705","316","1089","502","165","78","490","519","R"
"293","Stony Brook","33","25","8",".758","5.60","-4.12","14","2","11","1","13","6","2245","1898","790","1779",".444","193","546",".353","472","670",".704","359","1242","407","212","125","390","515","R"
"294","Syracuse","40","30","10",".750","20.30","8.57","11","7","17","2","5","5","2816","2347","1007","2293",".439","233","696",".335","569","843",".675","559","1535","562","360","248","495","637","R"
"295","Temple","34","24","10",".706","9.52","5.20","11","5","14","3","8","4","2456","2309","851","1986",".428","243","740",".328","511","707",".723","381","1162","497","267","126","366","558","R"
"296","Tennessee-Martin","30","9","21",".300","-16.58","-4.19","5","11","7","7","2","13","2008","2295","682","1733",".394","169","506",".334","475","640",".742","376","1068","370","206","76","452","634","R"
"297","Tennessee State","33","18","15",".545","-2.17","-1.30","11","5","11","2","5","11","2360","2308","800","1822",".439","206","611",".337","554","741",".748","399","1193","432","238","145","508","631","R"
"298","Tennessee Tech","29","12","17",".414","-9.68","-3.31","5","11","9","5","3","12","1878","1951","650","1527",".426","177","554",".319","401","566",".708","346","972","340","185","104","468","605","R"
"299","Tennessee","33","20","13",".606","9.00","6.03","11","7","13","4","4","7","2189","2091","753","1751",".430","173","548",".316","510","739",".690","409","1219","354","140","130","425","597","R"
"300","Texas A&M-Corpus Christi","29","6","23",".207","-11.76","-3.65","5","13","4","9","2","14","1746","1962","634","1560",".406","138","463",".298","340","500",".680","308","921","316","184","107","351","568","R"
"301","Texas A&M","33","18","15",".545","6.50","4.86","7","11","12","6","4","6","2103","2049","767","1742",".440","165","463",".356","404","573",".705","374","1100","380","213","98","438","568","R"
"302","Texas-Arlington","33","19","14",".576","0.58","-0.90","11","7","7","8","10","5","2121","2072","750","1820",".412","189","553",".342","432","663",".652","435","1252","411","251","118","486","685","R"
"303","Texas Christian","32","11","21",".344","-4.27","4.41","2","16","9","9","1","10","1761","2002","631","1573",".401","117","376",".311","382","636",".601","345","1021","322","172","90","432","528","R"
"304","Texas-El Paso","32","18","14",".563","4.63","2.38","10","6","12","3","4","7","2042","1970","706","1571",".449","177","504",".351","453","669",".677","275","1005","428","171","118","396","548","R"
"305","Texas-Pan American","32","16","16",".500","-13.35","-8.18","5","3","11","2","3","11","2101","2155","739","1713",".431","210","562",".374","413","648",".637","328","1036","412","217","62","459","560","R"
"306","Texas-San Antonio","32","10","22",".313","-6.47","-1.00","3","14","3","9","4","11","2048","2223","693","1729",".401","236","706",".334","426","630",".676","356","1024","322","199","43","431","530","R"
"307","Texas Southern","31","17","14",".548","-2.09","-7.25","16","2","10","3","7","11","2179","2019","776","1763",".440","277","778",".356","350","550",".636","341","1102","437","159","142","367","508","R"
"308","Texas State","34","12","22",".353","-6.36","-0.90","5","13","4","11","5","8","2398","2558","829","1974",".420","227","685",".331","513","727",".706","347","1139","413","255","106","469","646","R"
"309","Texas Tech","31","11","20",".355","-3.11","4.31","3","15","9","11","1","8","2026","2256","721","1712",".421","149","517",".288","435","652",".667","349","993","344","255","94","456","594","R"
"310","Texas","34","16","18",".471","6.85","6.55","7","11","12","4","2","10","2229","2232","776","1880",".413","172","580",".297","505","766",".659","418","1269","391","219","163","500","657","R"
"311","Toledo","28","15","13",".536","-2.43","-3.04","10","6","8","4","6","9","1928","1911","661","1541",".429","166","495",".335","440","578",".761","273","920","365","197","93","333","479","R"
"312","Towson","31","18","13",".581","-1.92","-2.59","13","5","6","5","9","8","2125","2066","754","1717",".439","168","525",".320","449","687",".654","430","1233","315","159","169","460","593","R"
"313","Troy","33","12","21",".364","-8.77","-4.01","6","14","8","7","2","12","2046","2203","758","1907",".397","212","680",".312","318","468",".679","378","1094","374","179","81","345","514","R"
"314","Tulane","35","20","15",".571","1.87","-1.80","6","10","15","4","3","10","2436","2299","789","1896",".416","224","641",".349","634","872",".727","447","1235","402","233","66","430","585","R"
"315","Tulsa","33","17","16",".515","-1.06","0.95","8","8","9","5","5","8","2241","2249","763","1760",".434","201","598",".336","514","767",".670","352","1206","389","213","101","484","655","R"
"316","UCLA","35","25","10",".714","12.88","7.82","13","5","15","3","6","3","2604","2427","961","2131",".451","171","514",".333","511","706",".724","387","1276","559","283","127","391","526","R"
"317","Utah State","31","21","10",".677","3.79","-0.68","11","7","14","4","7","5","2134","1971","750","1598",".469","178","500",".356","456","631",".723","356","1162","455","150","125","408","499","R"
"318","Utah Valley","32","14","18",".438","-11.38","-7.02","3","5","9","4","3","11","2157","2165","793","1749",".453","181","542",".334","390","549",".710","271","1055","458","203","97","390","468","R"
"319","Utah","33","15","18",".455","4.74","6.68","5","13","11","7","2","10","2117","2086","754","1717",".439","196","542",".362","413","547",".755","297","1132","458","183","110","425","510","R"
"320","Valparaiso","34","26","8",".765","7.15","-1.13","13","3","15","2","10","5","2420","2119","823","1699",".484","253","680",".372","521","713",".731","303","1109","467","232","114","486","586","R"
"321","Vanderbilt","33","16","17",".485","6.24","6.03","8","10","9","6","4","7","1991","1984","681","1671",".408","257","734",".350","372","586",".635","307","1090","385","160","120","397","543","R"
"322","Vermont","33","21","12",".636","-0.13","-4.46","11","5","10","5","9","7","2097","1954","711","1626",".437","158","491",".322","517","729",".709","353","1131","375","216","93","421","537","R"
