"Rk","School","G","W","L","W-L%","SRS","SOS","W","L","W","L","W","L","Tm.","Opp.","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","season"
"49","Central Florida","33","22","11",".667","4.33","2.98","10","6","16","1","3","9","2166","2096","768","1777",".432","178","592",".301","452","722",".626","423","1197","375","208","142","417","552","Q"
"50","Central Michigan","32","11","21",".344","-6.74","-1.62","5","11","6","6","3","13","1980","2134","700","1772",".395","203","608",".334","377","594",".635","378","1063","329","214","105","393","631","Q"
"51","Charleston Southern","31","19","12",".613","-2.19","-4.33","11","7","12","2","5","10","2383","2242","835","1866",".447","259","681",".380","454","658",".690","393","1103","396","251","82","416","563","Q"
"52","Charlotte","30","13","17",".433","0.99","2.86","5","11","7","7","6","10","2010","2066","693","1683",".412","192","590",".325","432","656",".659","334","1074","392","243","85","421","548","Q"
"53","Chattanooga","32","11","21",".344","-6.99","-3.54","5","13","11","6","0","14","2260","2204","765","1849",".414","240","723",".332","490","714",".686","377","1254","456","202","36","443","555","Q"
"54","Chicago State","30","4","26",".133","-19.30","-3.13","2","8","3","9","1","17","1884","2313","688","1732",".397","155","526",".295","353","541",".652","345","1062","320","214","99","507","626","Q"
"55","Cincinnati","37","26","11",".703","12.93","6.28","12","6","14","4","7","5","2522","2276","924","2194",".421","260","763",".341","414","643",".644","489","1333","479","298","170","402","570","Q"
"56","Citadel","30","6","24",".200","-14.49","-3.67","3","15","4","10","1","12","1925","2158","704","1610",".437","162","486",".333","355","537",".661","297","975","400","180","50","441","497","Q"
"57","Clemson","31","16","15",".516","7.31","3.41","8","8","11","5","4","7","2001","1880","736","1701",".433","171","532",".321","358","534",".670","345","1018","392","231","117","375","499","Q"
"58","Cleveland State","33","22","11",".667","5.27","0.12","12","6","10","4","11","5","2177","1983","804","1798",".447","217","599",".362","352","496",".710","371","1067","451","279","110","458","693","Q"
"59","Coastal Carolina","31","19","12",".613","-2.64","-4.56","12","6","12","4","7","7","2248","2042","853","1753",".487","150","440",".341","392","582",".674","357","1171","407","203","120","428","538","Q"
"60","Colgate","30","8","22",".267","-14.91","-4.38","2","12","5","8","3","14","1893","2209","660","1532",".431","198","515",".384","375","544",".689","250","980","363","111","68","439","570","Q"
"61","College of Charleston","31","19","12",".613","-0.16","-2.54","10","8","10","4","7","6","2191","2117","754","1769",".426","245","725",".338","438","683",".641","345","1111","370","229","115","411","497","Q"
"62","Colorado State","32","20","12",".625","6.58","5.23","8","6","14","1","3","9","2243","2177","764","1621",".471","189","473",".400","526","685",".768","266","1011","389","172","60","408","606","Q"
"63","Colorado","36","24","12",".667","7.91","5.73","11","7","14","2","4","7","2429","2269","835","1874",".446","199","572",".348","560","810",".691","351","1289","422","210","117","468","614","Q"
"64","Columbia","30","15","15",".500","-2.90","-3.18","4","10","8","6","5","9","1955","1863","683","1586",".431","211","565",".373","378","509",".743","286","1022","380","182","70","365","511","Q"
"65","Connecticut","34","20","14",".588","12.27","8.07","8","10","13","4","3","7","2336","2193","858","1900",".452","185","557",".332","435","657",".662","415","1273","457","199","233","418","492","Q"
"66","Coppin State","30","14","16",".467","-9.07","-5.96","9","7","7","5","6","9","2213","2257","756","1749",".432","289","792",".365","412","596",".691","326","1042","443","173","53","387","501","Q"
"67","Cornell","28","12","16",".429","-4.05","-0.98","7","7","10","3","2","13","1833","1898","639","1567",".408","217","636",".341","338","494",".684","255","922","379","218","85","377","558","Q"
"68","Creighton","35","29","6",".829","12.92","3.41","14","4","14","2","10","3","2772","2439","975","1935",".504","287","677",".424","535","737",".726","330","1259","616","169","82","421","592","Q"
"69","Dartmouth","30","5","25",".167","-10.07","-3.56","1","13","4","9","1","14","1727","1904","592","1504",".394","154","463",".333","389","552",".705","270","970","291","163","73","418","557","Q"
"70","Davidson","33","25","8",".758","7.26","-1.68","16","2","13","2","8","5","2571","2238","879","1969",".446","255","760",".336","558","731",".763","414","1280","455","184","116","388","673","Q"
"71","Dayton","33","20","13",".606","8.48","4.30","9","7","14","4","3","8","2369","2231","814","1860",".438","257","750",".343","484","623",".777","407","1177","472","174","89","430","617","Q"
"72","Delaware State","29","15","14",".517","-8.07","-6.78","12","4","8","5","7","8","1917","1868","694","1596",".435","180","515",".350","349","498",".701","298","877","342","228","192","299","472","Q"
"73","Delaware","32","18","14",".563","-1.61","-2.18","12","6","11","3","6","10","2206","2188","746","1750",".426","169","543",".311","545","760",".717","326","1185","302","150","160","412","571","Q"
"74","Denver","31","22","9",".710","6.14","-1.47","11","5","14","2","7","6","2112","1876","728","1494",".487","255","641",".398","401","526",".762","197","820","484","223","137","375","564","Q"
"75","DePaul","31","12","19",".387","1.99","4.57","3","15","7","9","3","8","2298","2378","857","1956",".438","224","669",".335","360","517",".696","374","1025","474","245","126","414","637","Q"
"76","Detroit Mercy","36","22","14",".611","2.40","-0.01","11","7","13","4","6","8","2597","2432","903","2008",".450","165","553",".298","626","857",".730","433","1232","463","272","165","450","684","Q"
"77","Drake","34","18","16",".529","2.44","2.96","9","9","13","3","3","10","2279","2271","788","1794",".439","212","585",".362","491","749",".656","282","1104","350","236","103","440","686","Q"
"78","Drexel","36","29","7",".806","7.37","-1.80","16","2","15","1","11","3","2350","2020","801","1821",".440","221","584",".378","527","711",".741","386","1276","462","173","118","418","646","Q"
"79","Duke","34","27","7",".794","17.05","8.40","13","3","13","3","8","1","2628","2334","874","1915",".456","274","739",".371","606","864",".701","406","1249","423","210","136","415","626","Q"
"80","Duquesne","31","16","15",".516","4.09","3.96","7","9","9","5","4","9","2252","2232","806","1786",".451","199","594",".335","441","660",".668","325","955","473","240","113","374","541","Q"
"81","East Carolina","31","15","16",".484","2.42","2.53","5","11","10","7","3","8","2136","2019","747","1714",".436","236","676",".349","406","593",".685","337","1064","452","241","131","425","558","Q"
"82","East Tennessee State","31","17","14",".548","-0.41","-1.78","10","8","10","3","6","10","2098","2017","768","1743",".441","128","411",".311","434","684",".635","407","1070","323","316","91","419","521","Q"
"83","Eastern Illinois","29","12","17",".414","-11.48","-6.48","5","11","7","7","5","10","1896","1984","688","1579",".436","147","430",".342","373","493",".757","304","927","383","165","67","380","500","Q"
"84","Eastern Kentucky","32","16","16",".500","-8.47","-5.93","7","9","11","3","4","11","2123","2117","744","1715",".434","231","681",".339","404","551",".733","289","941","378","239","59","346","629","Q"
"85","Eastern Michigan","32","14","18",".438","-7.90","-1.68","9","7","9","4","5","13","1704","1878","583","1555",".375","153","500",".306","385","556",".692","339","989","310","227","98","437","549","Q"
"86","Eastern Washington","32","15","17",".469","-3.87","-3.23","8","8","9","4","6","13","2326","2284","788","1914",".412","283","793",".357","467","659",".709","383","1090","390","228","114","377","723","Q"
"87","Elon","31","15","16",".484","-7.41","-3.03","9","9","10","4","4","11","2175","2226","770","1831",".421","238","671",".355","397","589",".674","326","1139","407","149","83","429","570","Q"
"88","Evansville","32","16","16",".500","3.46","3.56","9","9","11","7","4","8","2351","2327","801","1738",".461","177","453",".391","572","749",".764","279","927","509","243","54","404","680","Q"
"89","Fairfield","37","22","15",".595","2.94","-1.34","12","6","12","4","5","8","2417","2259","884","1973",".448","229","662",".346","420","645",".651","416","1238","553","309","151","540","677","Q"
"90","Fairleigh Dickinson","29","3","26",".103","-16.99","-5.06","2","16","2","11","1","15","1762","2108","655","1589",".412","109","393",".277","343","520",".660","302","968","322","167","110","440","544","Q"
"91","Florida A&M","33","10","23",".303","-15.58","-6.29","6","10","5","8","3","12","2175","2416","820","2019",".406","183","569",".322","352","572",".615","479","1200","344","269","145","520","671","Q"
"92","Florida Atlantic","30","11","19",".367","-2.58","0.77","7","9","6","5","4","11","1977","2046","718","1738",".413","208","613",".339","333","502",".663","358","1006","382","201","128","366","574","Q"
"93","Florida Gulf Coast","32","15","17",".469","-2.41","-1.96","8","10","9","5","5","11","2306","2306","823","1806",".456","251","672",".374","409","608",".673","366","1125","428","261","125","477","612","Q"
"94","Florida International","29","8","21",".276","-5.07","-1.10","5","11","2","9","5","9","1836","1951","630","1514",".416","150","447",".336","426","588",".724","317","938","271","216","110","424","586","Q"
"95","Florida State","35","25","10",".714","14.53","7.62","12","4","15","2","5","5","2443","2201","877","1923",".456","216","611",".354","473","669",".707","404","1273","427","265","213","565","653","Q"
"96","Florida","37","26","11",".703","18.25","7.33","10","6","14","2","4","7","2808","2404","976","2106",".463","357","939",".380","499","700",".713","416","1321","551","233","124","410","575","Q"
"97","Fordham","29","10","19",".345","-7.63","1.92","3","13","9","6","1","13","1797","2074","663","1729",".383","138","502",".275","333","546",".610","423","1098","347","189","163","399","516","Q"
"98","Fresno State","33","13","20",".394","-0.91","0.77","3","11","9","5","3","12","2170","2181","745","1820",".409","194","617",".314","486","674",".721","353","1044","373","235","103","352","637","Q"
"99","Furman","31","15","16",".484","-6.04","-3.90","8","10","9","5","5","10","2006","2022","681","1646",".414","210","623",".337","434","608",".714","366","1074","338","160","104","431","591","Q"
"100","Gardner-Webb","32","12","20",".375","-7.99","-4.82","6","12","9","4","3","15","2103","2138","749","1804",".415","191","614",".311","414","620",".668","406","1169","376","222","84","447","619","Q"
"101","George Mason","33","24","9",".727","3.81","-1.67","14","4","15","1","7","6","2323","2142","828","1788",".463","156","470",".332","511","732",".698","368","1202","427","224","163","503","650","Q"
"102","George Washington","31","10","21",".323","-0.63","4.15","5","11","6","8","2","12","1921","2069","733","1725",".425","129","396",".326","326","491",".664","385","1022","382","205","115","408","550","Q"
"103","Georgetown","33","24","9",".727","16.81","7.69","12","6","15","1","6","5","2278","1959","811","1743",".465","186","536",".347","470","673",".698","367","1193","451","200","156","417","578","Q"
"104","Georgia Southern","30","15","15",".500","-6.70","-3.78","12","6","10","2","4","12","2002","2033","749","1608",".466","163","464",".351","341","513",".665","278","943","371","228","69","451","581","Q"
"105","Georgia State","34","22","12",".647","5.69","-2.99","11","7","13","3","8","6","2298","2003","842","1936",".435","178","562",".317","436","665",".656","390","1229","427","315","183","396","546","Q"
"106","Georgia Tech","31","11","20",".355","1.74","4.13","4","12","7","8","3","9","1866","1940","700","1639",".427","158","507",".312","308","471",".654","340","1087","340","161","152","448","513","Q"
"107","Georgia","32","15","17",".469","5.92","7.95","5","11","11","6","2","9","1950","2015","692","1751",".395","202","647",".312","364","530",".687","349","1066","349","199","118","332","554","Q"
"108","Gonzaga","33","26","7",".788","13.86","3.25","13","3","15","1","6","4","2436","2086","823","1740",".473","215","567",".379","575","803",".716","359","1216","455","223","105","433","514","Q"
"109","Grambling","28","4","24",".143","-26.82","-9.39","4","14","1","9","3","15","1513","2001","520","1452",".358","115","417",".276","358","519",".690","273","905","241","135","101","449","461","Q"
"110","Green Bay","30","15","15",".500","-2.32","1.04","10","8","12","2","3","13","1935","1982","693","1638",".423","165","461",".358","384","544",".706","349","1059","369","181","142","424","536","Q"
"111","Hampton","33","12","21",".364","-10.08","-7.93","6","10","6","5","1","13","2134","2205","746","1853",".403","183","639",".286","459","717",".640","403","1193","352","226","160","467","607","Q"
"112","Hartford","31","9","22",".290","-13.41","-6.19","7","9","4","8","4","12","1860","2084","654","1580",".414","228","736",".310","324","486",".667","222","898","406","205","64","478","614","Q"
"113","Harvard","31","26","5",".839","7.84","-1.56","12","2","11","1","12","3","2033","1724","695","1490",".466","185","518",".357","458","613",".747","262","1003","401","184","137","379","473","Q"
"114","Hawaii","32","16","16",".500","-2.79","-0.52","6","8","8","7","3","7","2356","2387","835","1811",".461","162","501",".323","524","786",".667","379","1176","475","182","104","487","617","Q"
"115","High Point","31","13","18",".419","-5.92","-4.13","8","10","10","6","3","12","2203","2176","746","1698",".439","263","656",".401","448","654",".685","338","1063","389","174","88","386","577","Q"
"116","Hofstra","32","10","22",".313","-2.98","-1.10","3","15","8","9","1","11","2091","2151","700","1732",".404","155","466",".333","536","747",".718","382","1069","389","245","84","442","595","Q"
"117","Holy Cross","29","15","14",".517","-6.02","-4.23","9","5","11","3","4","11","1886","1938","673","1565",".430","166","489",".339","374","519",".721","289","1002","367","167","129","396","512","Q"
"118","Houston Baptist","30","10","20",".333","-16.07","-6.10","3","7","9","5","0","13","2208","2344","787","1860",".423","153","479",".319","481","704",".683","405","1088","373","225","51","470","655","Q"
"119","Houston","30","15","15",".500","0.04","0.21","7","9","13","5","1","8","2152","2147","795","1714",".464","164","464",".353","398","565",".704","355","1088","398","156","149","435","502","Q"
"120","Howard","31","10","21",".323","-14.59","-4.16","6","10","6","5","3","14","1881","2174","618","1613",".383","140","439",".319","505","744",".679","388","1082","283","189","94","533","691","Q"
"121","Idaho State","30","9","21",".300","-11.05","-2.77","7","9","5","8","4","13","1979","2192","695","1652",".421","193","562",".343","396","579",".684","325","919","359","211","68","421","594","Q"
"122","Idaho","33","19","14",".576","0.77","-0.43","9","5","11","4","8","8","2298","2240","807","1692",".477","215","549",".392","469","697",".673","328","1132","486","155","135","441","566","Q"
"123","Illinois-Chicago","30","8","22",".267","-9.16","-1.30","3","15","7","7","1","15","1826","2033","636","1611",".395","193","593",".325","361","539",".670","367","1038","341","150","88","439","578","Q"
"124","Illinois State","35","21","14",".600","6.33","2.64","9","9","14","3","4","9","2439","2310","804","1832",".439","297","783",".379","534","708",".754","309","1229","459","177","118","422","588","Q"
"125","Illinois","32","17","15",".531","9.33","7.99","6","12","13","4","2","8","2098","2055","767","1741",".441","186","611",".304","378","529",".715","320","1045","400","162","132","430","565","Q"
"126","Indiana State","33","18","15",".545","2.08","3.08","8","10","11","4","4","9","2120","2141","722","1719",".420","201","588",".342","475","659",".721","287","1071","397","194","104","402","543","Q"
"127","Indiana","36","27","9",".750","18.63","7.80","11","7","18","1","5","6","2782","2392","949","1928",".492","229","531",".431","655","858",".763","383","1240","487","233","115","463","632","Q"
"128","Iona","33","25","8",".758","8.36","-1.82","15","3","10","1","11","4","2736","2400","1021","2033",".502","254","656",".387","440","617",".713","353","1148","638","241","71","414","559","Q"
"129","Iowa State","34","23","11",".676","13.32","7.32","12","6","16","2","4","7","2490","2286","847","1888",".449","293","786",".373","503","731",".688","371","1247","484","196","96","419","547","Q"
"130","Iowa","35","18","17",".514","7.04","6.53","8","10","14","6","3","9","2555","2537","902","1984",".455","201","539",".373","550","763",".721","399","1205","521","262","119","433","586","Q"
"131","IPFW","30","11","19",".367","-8.79","-2.05","5","13","8","5","3","13","2100","2242","756","1676",".451","164","497",".330","424","621",".683","316","1030","410","188","73","434","593","Q"
"132","IUPUI","32","14","18",".438","-3.85","-1.75","7","11","9","5","3","12","2319","2329","819","1850",".443","186","525",".354","495","638",".776","385","1053","375","218","96","379","556","Q"
"133","Jackson State","31","7","24",".226","-17.50","-7.00","5","13","4","7","2","16","1737","2042","618","1621",".381","133","407",".327","368","542",".679","364","1022","258","224","103","473","598","Q"
"134","Jacksonville State","33","15","18",".455","-4.86","-5.23","8","8","9","4","3","10","2143","2106","748","1761",".425","144","533",".270","503","742",".678","387","1090","399","243","125","442","636","Q"
"135","Jacksonville","30","8","22",".267","-7.30","0.10","6","12","5","6","3","15","1951","2173","706","1688",".418","151","474",".319","388","591",".657","396","1022","363","220","105","449","664","Q"
"136","James Madison","32","12","20",".375","-5.86","-2.11","5","13","5","9","5","9","2115","2235","748","1774",".422","248","676",".367","371","557",".666","321","1015","428","213","83","414","624","Q"
"137","Kansas State","33","22","11",".667","14.47","7.53","10","8","11","4","6","4","2343","2114","812","1849",".439","183","546",".335","536","799",".671","471","1227","468","200","156","474","662","Q"
"138","Kansas","39","32","7",".821","21.72","9.93","16","2","16","0","8","2","2867","2407","1023","2169",".472","222","643",".345","597","863",".692","449","1470","587","285","222","507","678","Q"
"139","Kennesaw State","31","3","28",".097","-15.02","-0.49","0","18","1","11","1","16","1920","2330","691","1665",".415","206","604",".341","332","531",".625","309","910","374","192","57","429","533","Q"
"140","Kent State","33","21","12",".636","2.77","-0.95","10","6","12","3","7","7","2322","2178","830","1836",".452","200","579",".345","462","670",".690","379","1135","487","281","128","463","554","Q"
"141","Kentucky","40","38","2",".950","24.73","7.93","16","0","18","0","8","1","3095","2423","1096","2248",".488","225","595",".378","678","938",".723","487","1556","531","242","344","453","593","Q"
"142","La Salle","34","21","13",".618","8.56","1.83","9","7","14","3","6","8","2478","2249","898","1937",".464","265","653",".406","417","578",".721","307","1113","496","275","114","443","591","Q"
"143","Lafayette","31","13","18",".419","-7.20","-4.01","7","7","6","7","7","11","2161","2260","723","1650",".438","283","735",".385","432","566",".763","236","907","385","164","80","391","600","Q"
"144","Lamar","35","23","12",".657","2.41","-3.77","11","5","12","2","8","9","2573","2296","902","2087",".432","153","454",".337","616","855",".720","497","1387","448","283","154","418","604","Q"
"145","Lehigh","35","27","8",".771","4.27","-5.14","11","3","12","1","12","6","2648","2288","902","2030",".444","254","726",".350","590","768",".768","386","1255","456","269","106","391","629","Q"
"146","Liberty","32","14","18",".438","-9.67","-4.81","9","9","9","7","5","9","2201","2283","811","1790",".453","125","395",".316","454","637",".713","351","1106","439","169","77","386","555","Q"
"147","Lipscomb","31","13","18",".419","-4.70","-1.23","8","10","6","7","5","11","2242","2303","802","1852",".433","235","637",".369","403","634",".636","367","1107","438","225","83","467","536","Q"
"148","Long Beach State","34","25","9",".735","9.52","0.87","15","1","12","0","8","7","2510","2175","880","1880",".468","221","618",".358","529","790",".670","392","1212","476","242","92","439","527","Q"
"149","Long Island University","34","25","9",".735","-1.34","-5.10","16","2","15","0","7","8","2769","2641","920","1940",".474","225","606",".371","704","965",".730","396","1295","500","206","113","546","531","Q"
"150","Longwood","31","10","21",".323","-20.47","-5.99","0","0","7","5","2","14","2276","2617","826","1905",".434","265","759",".349","359","531",".676","292","1060","481","163","68","410","495","Q"
"151","Louisiana-Lafayette","32","16","16",".500","-3.25","-2.28","10","6","10","5","5","9","2189","2155","767","1790",".428","172","525",".328","483","766",".631","387","1227","370","188","150","520","644","Q"
"152","Louisiana-Monroe","29","3","26",".103","-12.56","-0.95","2","14","0","13","3","13","1750","2078","637","1555",".410","188","516",".364","288","441",".653","261","901","331","157","66","378","512","Q"
"153","Louisiana State","33","18","15",".545","6.66","5.51","7","9","11","4","4","9","2157","2119","791","1947",".406","173","530",".326","402","582",".691","434","1217","415","232","128","429","592","Q"
"154","Louisiana Tech","34","18","16",".529","-2.65","-1.19","6","8","11","4","4","10","2358","2355","849","2013",".422","258","777",".332","402","620",".648","396","1173","441","230","125","442","677","Q"
"155","Louisville","40","30","10",".750","16.19","9.02","10","8","16","4","6","5","2727","2440","963","2281",".422","233","733",".318","568","826",".688","519","1513","532","353","193","562","706","Q"
"156","Loyola (IL)","30","7","23",".233","-8.43","-1.77","1","17","4","9","3","14","1717","1887","612","1452",".421","117","377",".310","376","540",".696","301","924","368","136","42","432","491","Q"
"157","Loyola Marymount","34","21","13",".618","2.20","1.17","11","5","12","8","9","4","2402","2301","825","1936",".426","221","639",".346","531","720",".738","395","1214","404","253","102","462","596","Q"
"158","Loyola (MD)","33","24","9",".727","0.37","-2.72","13","5","10","2","11","6","2222","2120","755","1775",".425","164","484",".339","548","762",".719","429","1154","393","255","147","443","628","Q"
"159","Maine","29","12","17",".414","-8.57","-6.54","6","10","7","6","5","10","1989","1982","750","1696",".442","169","518",".326","320","437",".732","318","1020","408","178","125","380","539","Q"
"160","Manhattan","34","21","13",".618","1.46","-4.13","12","6","9","4","10","8","2420","2230","815","1865",".437","244","676",".361","546","750",".728","420","1223","498","269","169","547","694","Q"
"161","Marist","32","14","18",".438","-8.20","-3.29","7","11","10","4","2","12","2176","2333","721","1733",".416","203","569",".357","531","734",".723","346","1089","385","187","140","481","520","Q"
"162","Marquette","35","27","8",".771","16.92","7.50","14","4","15","1","6","5","2638","2308","919","2033",".452","201","596",".337","599","831",".721","414","1268","580","304","122","461","620","Q"
"163","Marshall","35","21","14",".600","7.00","4.94","9","7","13","3","5","9","2472","2383","895","2052",".436","203","649",".313","479","780",".614","542","1388","444","213","132","458","708","Q"
"164","Maryland-Baltimore County","30","4","26",".133","-19.85","-6.02","3","13","1","11","3","14","1897","2312","686","1753",".391","152","512",".297","373","564",".661","367","1045","309","175","54","439","630","Q"
"165","Maryland-Eastern Shore","30","7","23",".233","-16.79","-4.72","4","12","5","6","2","14","1785","2109","644","1695",".380","154","555",".277","343","538",".638","411","1105","317","178","87","522","599","Q"
"166","Maryland","32","17","15",".531","3.95","5.98","6","10","13","4","1","7","2198","2263","743","1747",".425","173","510",".339","539","812",".664","388","1173","339","137","139","425","563","Q"
"167","Massachusetts","37","25","12",".676","7.49","2.97","9","7","15","1","7","7","2847","2680","1016","2341",".434","288","825",".349","527","783",".673","499","1460","565","326","176","548","759","Q"
"168","McNeese State","33","17","16",".515","-6.26","-3.76","10","6","9","4","6","11","2207","2185","804","1904",".422","173","539",".321","426","631",".675","412","1191","349","222","120","402","585","Q"
"169","Memphis","35","26","9",".743","16.86","5.26","13","3","18","2","7","4","2614","2208","933","1899",".491","185","511",".362","563","785",".717","332","1199","505","278","196","444","665","Q"
"170","Mercer","38","27","11",".711","3.75","-1.44","13","5","15","3","12","8","2589","2388","899","1968",".457","264","730",".362","527","734",".718","389","1314","519","259","181","566","722","Q"
"171","Miami (FL)","33","20","13",".606","10.75","6.17","9","7","14","4","4","8","2332","2181","814","1890",".431","250","714",".350","454","630",".721","372","1147","392","210","118","382","539","Q"
"172","Miami (OH)","30","9","21",".300","-2.07","1.93","5","11","7","7","2","13","1821","1927","639","1472",".434","220","619",".355","323","463",".698","251","885","351","165","72","406","504","Q"
"173","Michigan State","37","29","8",".784","21.32","9.82","13","5","17","1","7","4","2651","2195","960","2012",".477","200","555",".360","531","759",".700","427","1404","566","265","157","480","650","Q"
"174","Michigan","34","24","10",".706","13.19","8.98","13","5","15","1","5","6","2255","2090","808","1777",".455","276","788",".350","363","503",".722","291","1047","431","168","72","370","530","Q"
"175","Middle Tennessee","34","27","7",".794","8.69","-0.13","14","2","15","2","11","4","2459","2128","882","1782",".495","163","445",".366","532","838",".635","376","1196","525","238","150","473","670","Q"
"176","Milwaukee","34","20","14",".588","0.53","0.06","11","7","13","3","7","10","2183","2126","748","1792",".417","264","764",".346","423","691",".612","377","1179","426","209","87","467","582","Q"
"177","Minnesota","38","23","15",".605","10.70","7.89","6","12","13","6","6","6","2569","2462","915","1979",".462","203","571",".356","536","769",".697","435","1326","573","269","186","558","703","Q"
"178","Mississippi State","33","21","12",".636","9.13","4.86","8","8","15","4","3","6","2377","2236","854","1880",".454","233","653",".357","436","614",".710","359","1208","441","198","116","396","457","Q"
"179","Mississippi Valley State","34","21","13",".618","-8.03","-7.65","17","1","9","0","8","11","2332","2345","812","2025",".401","252","777",".324","456","708",".644","447","1257","451","300","87","495","698","Q"
"180","Mississippi","34","20","14",".588","6.53","5.80","8","8","12","3","4","8","2275","2250","820","1896",".432","149","471",".316","486","806",".603","444","1299","380","225","178","485","612","Q"
"181","Missouri-Kansas City","31","10","21",".323","-8.82","-1.75","4","14","6","8","2","13","1998","2204","699","1621",".431","256","679",".377","344","495",".695","257","873","380","190","74","413","589","Q"
"182","Missouri State","32","16","16",".500","6.15","3.92","9","9","8","7","8","6","2110","2015","775","1778",".436","186","549",".339","372","516",".721","294","1101","433","148","66","338","592","Q"
"183","Missouri","35","30","5",".857","19.77","5.68","14","4","16","1","7","3","2814","2321","981","1945",".504","293","737",".398","559","730",".766","319","1120","566","285","97","358","499","Q"
"184","Monmouth","32","12","20",".375","-11.93","-3.18","10","8","7","5","5","12","2140","2420","777","1855",".419","194","583",".333","392","603",".650","353","995","441","253","49","449","663","Q"
"185","Montana State","29","12","17",".414","-10.29","-4.62","7","9","7","6","5","11","2030","2088","709","1669",".425","198","565",".350","414","598",".692","340","990","378","193","108","396","569","Q"
"186","Montana","32","25","7",".781","4.55","-3.39","15","1","16","2","9","4","2239","1985","781","1689",".462","195","524",".372","482","672",".717","285","1044","436","229","115","401","585","Q"
"187","Morehead State","33","18","15",".545","-4.99","-3.83","10","6","9","4","6","9","2070","2018","701","1621",".432","215","599",".359","453","608",".745","365","1023","394","282","42","493","618","Q"
"188","Morgan State","29","9","20",".310","-8.41","-5.54","6","10","4","7","5","10","1934","2017","676","1574",".429","145","472",".307","437","646",".676","352","1014","341","191","130","453","549","Q"
"189","Mount St. Mary's","29","8","21",".276","-11.72","-4.90","6","12","4","9","4","12","1748","1946","647","1525",".424","159","502",".317","295","458",".644","332","952","332","178","99","481","535","Q"
"190","Murray State","33","31","2",".939","8.74","-2.60","15","1","13","1","13","0","2412","2001","811","1732",".468","239","604",".396","551","761",".724","360","1106","418","276","139","458","592","Q"
"191","Navy","29","3","26",".103","-14.60","-4.74","0","14","2","11","1","15","1678","1920","594","1464",".406","157","559",".281","333","487",".684","299","873","331","218","54","423","528","Q"
"192","Nebraska","30","12","18",".400","3.52","8.25","4","14","9","8","3","9","1827","1969","649","1521",".427","194","599",".324","335","437",".767","254","900","381","198","78","396","496","Q"
"193","Nevada-Las Vegas","35","26","9",".743","13.55","4.37","9","5","17","0","5","7","2671","2307","942","2062",".457","291","799",".364","496","734",".676","408","1318","616","299","169","466","604","Q"
"194","Nevada","35","28","7",".800","4.54","-0.37","13","1","16","2","10","3","2461","2277","842","1871",".450","236","642",".368","541","832",".650","418","1297","450","197","167","481","568","Q"
"195","New Hampshire","29","13","16",".448","-10.09","-7.66","7","9","9","6","4","9","1774","1821","620","1547",".401","212","617",".344","322","529",".609","299","970","285","153","69","379","524","Q"
"196","New Mexico State","36","26","10",".722","8.73","0.08","10","4","14","3","7","5","2812","2459","970","2045",".474","165","505",".327","707","1058",".668","518","1433","498","244","154","533","630","Q"
"197","New Mexico","35","28","7",".800","15.60","3.34","10","4","14","2","7","3","2545","2076","876","1898",".462","264","699",".378","529","748",".707","395","1320","573","240","117","467","609","Q"
"198","Niagara","33","14","19",".424","-6.67","-2.86","8","10","7","7","5","10","2322","2448","785","1940",".405","249","763",".326","503","718",".701","423","1082","393","274","90","421","721","Q"
"199","Nicholls State","30","10","20",".333","-18.55","-3.94","6","10","5","6","3","12","1989","2338","694","1616",".429","198","625",".317","403","599",".673","278","906","365","161","55","453","587","Q"
"200","NJIT","32","15","17",".469","-12.09","-8.27","5","5","11","4","2","12","2236","2175","787","1861",".423","258","732",".352","404","575",".703","339","1121","413","232","97","403","646","Q"
"201","Norfolk State","36","26","10",".722","-3.68","-5.39","13","3","10","4","10","4","2482","2416","870","1977",".440","198","635",".312","544","829",".656","419","1305","431","240","169","539","702","Q"
"202","North Carolina-Asheville","34","24","10",".706","3.06","-2.72","16","2","15","2","8","5","2745","2426","920","1907",".482","223","629",".355","682","893",".764","377","1178","566","283","88","456","612","Q"
"203","North Carolina A&T","32","12","20",".375","-12.34","-5.89","7","9","8","5","4","13","2236","2326","778","1852",".420","224","667",".336","456","698",".653","374","1171","409","235","108","501","617","Q"
