"260","Temple","35","24","11",".686","17.05","8.97","13","3","","","","","2331","2048","","821","1985",".414","227","735",".309","462","706",".654","","1374","447","349","128","",""
"261","Tennessee-Martin","26","8","18",".308","-14.00","-3.39","5","13","","","","","1666","1864","","609","1286",".474","180","518",".347","268","363",".738","","755","414","198","75","",""
"262","Tennessee State","27","12","15",".444","-10.33","-5.21","9","9","","","","","1918","1986","","698","1699",".411","171","521",".328","351","537",".654","","1128","345","194","73","",""
"263","Tennessee Tech","27","12","15",".444","-10.09","-5.13","8","10","","","","","1814","1874","","599","1461",".410","197","567",".347","419","581",".721","","1004","326","179","56","",""
"264","Tennessee","30","21","9",".700","14.08","6.45","12","4","","","","","2178","1949","","720","1704",".423","201","606",".332","537","771",".696","","1277","410","262","190","",""
"265","Texas A&M","27","12","15",".444","-0.85","2.92","5","11","","","","","1871","1973","","625","1519",".411","162","522",".310","459","666",".689","","1082","381","217","73","",""
"266","Texas-Arlington","26","10","16",".385","-11.47","-7.72","8","10","","","","","1850","1931","","663","1555",".426","151","441",".342","373","538",".693","","1029","396","229","47","",""
"267","Texas Christian","32","21","11",".656","10.00","4.90","7","7","","","","","2776","2593","","1006","2050",".491","228","588",".388","536","783",".685","","1377","650","248","130","",""
"268","Texas-El Paso","28","16","12",".571","4.42","1.38","8","6","","","","","1934","1831","","632","1399",".452","163","445",".366","507","717",".707","","1039","364","168","69","",""
"269","Texas-Pan American","27","5","22",".185","-8.08","0.66","","","","","","","1988","2224","","751","1790",".420","217","645",".336","269","397",".678","","983","387","272","48","",""
"270","Texas-San Antonio","29","18","11",".621","-6.47","-7.03","12","6","","","","","2247","2188","","804","1697",".474","196","569",".344","443","719",".616","","1128","469","233","123","",""
"271","Texas Southern","27","8","19",".296","-17.98","-9.94","6","10","","","","","1748","1920","","618","1495",".413","103","406",".254","409","594",".689","","1021","318","236","51","",""
"272","Texas State","28","19","9",".679","-3.12","-8.23","13","5","","","","","1991","1767","","710","1655",".429","135","412",".328","436","648",".673","","1281","353","219","75","",""
"273","Texas Tech","30","13","17",".433","-0.34","3.06","5","11","","","","","2109","2211","","729","1618",".451","178","455",".391","473","687",".689","","1211","432","204","139","",""
"274","Texas","32","19","13",".594","10.32","6.79","13","3","","","","","2189","2076","","748","1763",".424","153","472",".324","540","831",".650","","1384","369","261","162","",""
"275","Toledo","28","19","9",".679","8.45","3.09","11","7","","","","","1983","1774","","676","1493",".453","154","459",".336","477","690",".691","","1051","350","250","46","",""
"276","Towson","28","6","22",".214","-14.90","-5.12","4","14","","","","","1663","1937","","601","1474",".408","134","432",".310","327","476",".687","","935","355","209","60","",""
"277","Troy","27","9","18",".333","-16.31","-8.51","6","10","","","","","2051","2230","","701","1717",".408","229","716",".320","420","584",".719","","1025","338","212","40","",""
"278","Tulane","27","12","15",".444","1.75","2.82","6","10","","","","","1906","1935","","673","1580",".426","139","414",".336","421","653",".645","","1103","349","279","85","",""
"279","Tulsa","33","23","10",".697","10.72","4.45","9","5","","","","","2319","2112","","776","1785",".435","223","633",".352","544","826",".659","","1398","462","291","185","",""
"280","UCLA","31","22","9",".710","15.26","8.84","12","6","","","","","2392","2193","","899","1981",".454","163","497",".328","431","723",".596","","1334","487","308","113","",""
"281","Utah State","28","15","13",".536","0.21","-2.23","8","8","","","","","2006","1903","","740","1551",".477","143","409",".350","383","588",".651","","1122","391","166","68","",""
"282","Utah","33","28","5",".848","17.97","3.30","14","0","","","","","2352","1827","","863","1808",".477","212","615",".345","414","592",".699","","1264","527","237","122","",""
"283","Valparaiso","32","23","9",".719","4.40","-3.64","10","4","","","","","2326","2046","","835","1776",".470","209","616",".339","447","632",".707","","1293","525","204","146","",""
"284","Vanderbilt","29","14","15",".483","5.78","6.71","5","11","","","","","2091","2075","","717","1724",".416","242","674",".359","415","594",".699","","1163","401","258","61","",""
"285","Vermont","27","11","16",".407","-10.60","-8.38","7","11","","","","","1764","1824","","625","1621",".386","148","473",".313","366","551",".664","","1073","321","185","91","",""
"286","Villanova","32","21","11",".656","12.02","7.89","10","8","","","","","2399","2262","","834","1867",".447","224","622",".360","507","693",".732","","1271","484","232","146","",""
"287","Virginia Commonwealth","31","15","16",".484","-2.07","-2.30","8","8","","","","","2221","2214","","782","1893",".413","241","667",".361","416","617",".674","","1303","408","231","133","",""
"288","VMI","27","12","15",".444","-13.96","-4.78","9","7","","","","","1897","2020","","674","1649",".409","144","491",".293","405","598",".677","","1012","368","297","77","",""
"289","Virginia Tech","28","13","15",".464","0.71","1.46","7","9","","","","","1829","1850","","667","1558",".428","157","434",".362","338","534",".633","","1083","337","172","155","",""
"290","Virginia","30","14","16",".467","7.00","9.14","4","12","","","","","2183","2210","","745","1761",".423","203","637",".319","490","668",".734","","1095","411","257","156","",""
"291","Wagner","27","9","18",".333","-12.08","-7.15","7","13","","","","","1805","1938","","625","1479",".423","143","424",".337","412","648",".636","","1079","415","228","132","",""
"292","Wake Forest","31","17","14",".548","9.81","8.13","7","9","","","","","2066","2014","","699","1622",".431","191","554",".345","477","662",".721","","1230","355","190","64","",""
"293","Washington State","29","10","19",".345","2.95","8.80","4","14","","","","","2116","2274","","691","1643",".421","202","545",".371","532","751",".708","","1067","325","238","75","",""
"294","Washington","29","17","12",".586","11.62","10.02","10","8","","","","","2152","2073","","749","1571",".477","142","408",".348","512","768",".667","","1177","445","188","93","",""
"295","Weber State","33","25","8",".758","5.31","0.21","13","3","","","","","2611","2409","","947","1978",".479","211","559",".377","506","716",".707","","1284","525","311","89","",""
"296","West Virginia","29","10","19",".345","2.98","8.55","4","14","","","","","1934","2063","","723","1676",".431","141","433",".326","347","543",".639","","1090","416","260","118","",""
"297","Western Carolina","29","8","21",".276","-21.99","-2.23","2","14","","","","","1854","2292","","643","1627",".395","185","582",".318","383","595",".644","","1059","362","205","57","",""
"298","Western Illinois","28","16","12",".571","-3.75","-3.67","9","5","","","","","2025","2019","","712","1542",".462","180","492",".366","421","636",".662","","1091","455","171","55","",""
"299","Western Kentucky","29","13","16",".448","-1.39","1.04","7","7","","","","","1862","1927","","646","1508",".428","160","483",".331","410","577",".711","","1007","334","215","40","",""
"300","Western Michigan","26","11","15",".423","-1.02","3.54","6","12","","","","","1823","1924","","626","1445",".433","136","419",".325","435","568",".766","","911","333","204","64","",""
"301","Wichita State","30","13","17",".433","1.48","3.34","6","12","","","","","2092","2117","","719","1593",".451","217","569",".381","437","634",".689","","1087","465","209","66","",""
"302","William & Mary","27","8","19",".296","-10.44","-3.60","3","13","","","","","1742","1852","","642","1542",".416","180","548",".328","278","419",".663","","979","338","183","93","",""
"303","Winthrop","29","21","8",".724","-6.67","-8.72","9","1","","","","","1995","1874","","673","1558",".432","196","561",".349","453","692",".655","","1133","414","215","79","",""
"304","Wisconsin","32","22","10",".688","17.28","10.37","9","7","","","","","1987","1766","","685","1573",".435","204","572",".357","413","558",".740","","1037","433","224","78","",""
"305","Wofford","27","11","16",".407","-9.90","-5.54","8","8","","","","","1875","1912","","663","1559",".425","175","479",".365","374","546",".685","","994","355","238","89","",""
"306","Wright State","27","9","18",".333","-5.36","-1.83","4","10","","","","","1859","1924","","658","1530",".430","99","323",".307","444","640",".694","","1100","340","213","120","",""
"307","Wyoming","28","18","10",".643","7.05","1.98","7","7","","","","","2286","2144","","802","1876",".428","188","598",".314","494","761",".649","","1332","540","264","102","",""
"308","Xavier","36","25","11",".694","12.95","3.89","12","4","","","","","2783","2457","","926","2080",".445","275","791",".348","656","893",".735","","1426","496","327","141","",""
"309","Yale","26","4","22",".154","-17.87","-8.75","2","12","","","","","1543","1742","","564","1346",".419","137","442",".310","278","422",".659","","925","298","165","59","",""
"310","Youngstown State","28","14","14",".500","-2.94","-4.60","9","5","","","","","1890","1810","","701","1606",".436","185","523",".354","303","426",".711","","1063","437","210","88","",""
